hour,windspeed,winddir,flight_distance,flight_time,energy_consumption,flight_direction,percentile,flight_time_rounded,energy_consumption_%
4,6,315,40,16.67390733126138,32.885345964322255,A-B,80.0,15,22.5
5,6,315,40,16.67390733126138,32.885345964322255,A-B,80.0,15,22.5
6,6,315,40,16.67390733126138,32.885345964322255,A-B,80.0,15,22.5
7,6,315,40,16.67390733126138,32.885345964322255,A-B,80.0,15,22.5
8,6,315,40,16.67390733126138,32.885345964322255,A-B,80.0,15,22.5
9,7,315,40,16.635021616026656,32.824426680111586,A-B,80.0,15,22.5
10,8,315,40,16.59658396306656,32.7647727940041,A-B,80.0,15,22.5
11,9,315,40,16.558587676519405,32.706364216376556,A-B,80.0,15,22.5
12,10,315,40,16.521026206179627,32.64918082995045,A-B,80.0,15,22.5
13,12,315,40,16.44718221913287,32.53840893068447,A-B,80.0,15,22.5
14,14,315,40,16.375002373435926,32.43229502234427,A-B,80.0,15,22.5
15,15,315,40,16.33952157231237,32.38093379415906,A-B,80.0,15,22.5
16,16,315,40,16.304439142455962,32.33067562238173,A-B,80.0,15,22.5
17,16,315,40,16.304439142455962,32.33067562238173,A-B,80.0,15,22.5
18,15,315,40,16.33952157231237,32.38093379415906,A-B,80.0,15,22.5
19,14,315,40,16.375002373435926,32.43229502234427,A-B,80.0,15,22.5
20,12,315,40,16.44718221913287,32.53840893068447,A-B,80.0,15,22.5
21,11,315,40,16.48389314373656,32.59320247431906,A-B,80.0,15,22.5
22,9,315,40,16.558587676519405,32.706364216376556,A-B,80.0,15,22.5
23,8,315,40,16.59658396306656,32.7647727940041,A-B,80.0,15,22.5
0,8,135,40,17.269485614475876,33.88240330562812,B-A,80.0,15,25.0
1,7,135,40,17.223532342859784,33.80163643281168,B-A,80.0,15,25.0
2,7,135,40,17.223532342859784,33.80163643281168,B-A,80.0,15,25.0
3,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
4,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
5,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
6,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
7,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
8,6,135,40,17.178138603182603,33.72242234498968,B-A,80.0,15,25.0
9,7,135,40,17.223532342859784,33.80163643281168,B-A,80.0,15,25.0
10,8,135,40,17.269485614475876,33.88240330562812,B-A,80.0,15,25.0
11,9,135,40,17.316007847298234,33.96474459757421,B-A,80.0,15,25.0
12,10,135,40,17.363108697124193,34.0486821824292,B-A,80.0,15,25.0
13,12,135,40,17.459086044004906,34.22143503210164,B-A,80.0,15,25.0
14,14,135,40,17.55749969242646,34.40084232505119,B-A,80.0,20,25.0
15,15,135,40,17.607646874881006,34.49309913700377,B-A,80.0,20,25.0
16,16,135,40,17.658435758385465,34.5870895374602,B-A,80.0,20,25.0
17,16,135,40,17.658435758385465,34.5870895374602,B-A,80.0,20,25.0
18,15,135,40,17.607646874881006,34.49309913700377,B-A,80.0,20,25.0
19,14,135,40,17.55749969242646,34.40084232505119,B-A,80.0,20,25.0
20,12,135,40,17.459086044004906,34.22143503210164,B-A,80.0,15,25.0
21,11,135,40,17.41079805297055,34.13423819156558,B-A,80.0,15,25.0
22,9,135,40,17.316007847298234,33.96474459757421,B-A,80.0,15,25.0
23,8,135,40,17.269485614475876,33.88240330562812,B-A,80.0,15,25.0
0,11,360,40,16.302039503973994,32.33118010823245,A-B,90.0,15,22.5
1,10,360,40,16.3549783164114,32.406130487005186,A-B,90.0,15,22.5
2,10,360,40,16.3549783164114,32.406130487005186,A-B,90.0,15,22.5
3,9,360,40,16.408482393797264,32.48331338877718,A-B,90.0,15,22.5
4,9,360,40,16.408482393797264,32.48331338877718,A-B,90.0,15,22.5
5,9,360,40,16.408482393797264,32.48331338877718,A-B,90.0,15,22.5
6,9,360,40,16.408482393797264,32.48331338877718,A-B,90.0,15,22.5
7,8,360,40,16.462560838324194,32.56272746143348,A-B,90.0,15,22.5
8,9,360,40,16.408482393797264,32.48331338877718,A-B,90.0,15,22.5
9,10,360,40,16.3549783164114,32.406130487005186,A-B,90.0,15,22.5
10,11,360,40,16.302039503973994,32.33118010823245,A-B,90.0,15,22.5
11,12,360,40,16.249657045609204,32.25846476272298,A-B,90.0,15,22.5
12,13,360,40,16.19782221675772,32.18798815138241,A-B,90.0,15,22.5
13,15,360,40,16.09576145202476,32.053772102007024,A-B,90.0,15,22.5
14,17,360,40,15.995790959264676,31.928586790008563,A-B,90.0,15,22.5
15,18,315,40,16.235446997171184,32.233385382052006,A-B,90.0,15,22.5
16,19,315,40,16.201526375862016,32.18631140756486,A-B,90.0,15,22.5
17,19,315,40,16.201526375862016,32.18631140756486,A-B,90.0,15,22.5
18,18,315,40,16.235446997171184,32.233385382052006,A-B,90.0,15,22.5
19,17,315,40,16.269749454351242,32.28149977651197,A-B,90.0,15,22.5
20,15,360,40,16.09576145202476,32.053772102007024,A-B,90.0,15,22.5
21,13,360,40,16.19782221675772,32.18798815138241,A-B,90.0,15,22.5
22,12,360,40,16.249657045609204,32.25846476272298,A-B,90.0,15,22.5
23,11,360,40,16.302039503973994,32.33118010823245,A-B,90.0,15,22.5
0,11,180,40,17.6128788300149,34.50140040749772,B-A,90.0,20,25.0
1,10,180,40,17.545860823289296,34.37847400379535,B-A,90.0,20,25.0
2,10,180,40,17.545860823289296,34.37847400379535,B-A,90.0,20,25.0
3,9,180,40,17.479634494717885,34.25794566956861,B-A,90.0,15,25.0
4,9,180,40,17.479634494717885,34.25794566956861,B-A,90.0,15,25.0
5,9,180,40,17.479634494717885,34.25794566956861,B-A,90.0,15,25.0
6,9,180,40,17.479634494717885,34.25794566956861,B-A,90.0,15,25.0
7,8,180,40,17.41418589862768,34.13979816395009,B-A,90.0,15,25.0
8,9,180,40,17.479634494717885,34.25794566956861,B-A,90.0,15,25.0
9,10,180,40,17.545860823289296,34.37847400379535,B-A,90.0,20,25.0
10,11,180,40,17.6128788300149,34.50140040749772,B-A,90.0,20,25.0
11,12,180,40,17.68070279598935,34.62674303679155,B-A,90.0,20,25.0
12,13,180,40,17.749347347874327,34.754520966500365,B-A,90.0,20,25.0
13,15,180,40,17.889158507340227,35.01746364955499,B-A,90.0,20,25.0
14,17,180,40,18.032436642447216,35.29039963994543,B-A,90.0,20,25.0
15,18,135,40,17.76198468839598,34.78036776006529,B-A,90.0,20,25.0
16,19,135,40,17.814768492342353,34.87970490545882,B-A,90.0,20,25.0
17,19,135,40,17.814768492342353,34.87970490545882,B-A,90.0,20,25.0
18,18,135,40,17.76198468839598,34.78036776006529,B-A,90.0,20,25.0
19,17,135,40,17.70987778604548,34.68283759296462,B-A,90.0,20,25.0
20,15,180,40,17.889158507340227,35.01746364955499,B-A,90.0,20,25.0
21,13,180,40,17.749347347874327,34.754520966500365,B-A,90.0,20,25.0
22,12,180,40,17.68070279598935,34.62674303679155,B-A,90.0,20,25.0
23,11,180,40,17.6128788300149,34.50140040749772,B-A,90.0,20,25.0
0,13,360,40,16.19782221675772,32.18798815138241,A-B,95.0,15,22.5
1,13,360,40,16.19782221675772,32.18798815138241,A-B,95.0,15,22.5
2,12,360,40,16.249657045609204,32.25846476272298,A-B,95.0,15,22.5
3,12,360,40,16.249657045609204,32.25846476272298,A-B,95.0,15,22.5
4,12,360,40,16.249657045609204,32.25846476272298,A-B,95.0,15,22.5
5,11,360,40,16.302039503973994,32.33118010823245,A-B,95.0,15,22.5
6,11,360,40,16.302039503973994,32.33118010823245,A-B,95.0,15,22.5
7,11,360,40,16.302039503973994,32.33118010823245,A-B,95.0,15,22.5
8,12,360,40,16.249657045609204,32.25846476272298,A-B,95.0,15,22.5
9,12,360,40,16.249657045609204,32.25846476272298,A-B,95.0,15,22.5
10,13,360,40,16.19782221675772,32.18798815138241,A-B,95.0,15,22.5
11,14,360,40,16.146526474332482,32.11975520094366,A-B,95.0,15,22.5
12,16,360,40,16.045518955755217,31.990046350108663,A-B,95.0,15,22.5
13,17,360,40,15.995790959264676,31.928586790008563,A-B,95.0,15,22.5
14,19,360,40,15.897847174168003,31.812508660297205,A-B,95.0,15,22.5
15,20,360,40,15.849616134319636,31.757914974253374,A-B,95.0,15,22.5
16,21,360,40,15.801869083848654,31.70563736183147,A-B,95.0,15,22.5
17,21,360,40,15.801869083848654,31.70563736183147,A-B,95.0,15,22.5
18,20,360,40,15.849616134319636,31.757914974253374,A-B,95.0,15,22.5
19,19,360,40,15.897847174168003,31.812508660297205,A-B,95.0,15,22.5
20,18,360,40,15.94656959983967,31.86940366340443,A-B,95.0,15,22.5
21,16,360,40,16.045518955755217,31.990046350108663,A-B,95.0,15,22.5
22,15,360,40,16.09576145202476,32.053772102007024,A-B,95.0,15,22.5
23,14,360,40,16.146526474332482,32.11975520094366,A-B,95.0,15,22.5
0,13,180,40,17.749347347874327,34.754520966500365,B-A,95.0,20,25.0
1,13,180,40,17.749347347874327,34.754520966500365,B-A,95.0,20,25.0
2,12,180,40,17.68070279598935,34.62674303679155,B-A,95.0,20,25.0
3,12,180,40,17.68070279598935,34.62674303679155,B-A,95.0,20,25.0
4,12,180,40,17.68070279598935,34.62674303679155,B-A,95.0,20,25.0
5,11,180,40,17.6128788300149,34.50140040749772,B-A,95.0,20,25.0
6,11,180,40,17.6128788300149,34.50140040749772,B-A,95.0,20,25.0
7,11,180,40,17.6128788300149,34.50140040749772,B-A,95.0,20,25.0
8,12,180,40,17.68070279598935,34.62674303679155,B-A,95.0,20,25.0
9,12,180,40,17.68070279598935,34.62674303679155,B-A,95.0,20,25.0
10,13,180,40,17.749347347874327,34.754520966500365,B-A,95.0,20,25.0
11,14,180,40,17.818827468414593,34.88475419487337,B-A,95.0,20,25.0
12,16,180,40,17.960356192671995,35.15267119480164,B-A,95.0,20,25.0
13,17,180,40,18.032436642447216,35.29039963994543,B-A,95.0,20,25.0
14,19,180,40,18.1793123310065,35.5735152521662,B-A,95.0,20,25.0
15,20,180,40,18.254141867741627,35.71895285699088,B-A,95.0,20,25.0
16,21,180,40,18.329922791524652,35.86701226295125,B-A,95.0,20,25.0
17,21,180,40,18.329922791524652,35.86701226295125,B-A,95.0,20,25.0
18,20,180,40,18.254141867741627,35.71895285699088,B-A,95.0,20,25.0
19,19,180,40,18.1793123310065,35.5735152521662,B-A,95.0,20,25.0
20,18,180,40,18.105416376884452,35.430672749107444,B-A,95.0,20,25.0
21,16,180,40,17.960356192671995,35.15267119480164,B-A,95.0,20,25.0
22,15,180,40,17.889158507340227,35.01746364955499,B-A,95.0,20,25.0
23,14,180,40,17.818827468414593,34.88475419487337,B-A,95.0,20,25.0
0,20,360,40,15.849616134319636,31.757914974253374,A-B,99.0,15,22.5
1,19,360,40,15.897847174168003,31.812508660297205,A-B,99.0,15,22.5
2,19,360,40,15.897847174168003,31.812508660297205,A-B,99.0,15,22.5
3,19,360,40,15.897847174168003,31.812508660297205,A-B,99.0,15,22.5
4,18,360,40,15.94656959983967,31.86940366340443,A-B,99.0,15,22.5
5,18,360,40,15.94656959983967,31.86940366340443,A-B,99.0,15,22.5
6,18,360,40,15.94656959983967,31.86940366340443,A-B,99.0,15,22.5
7,17,360,40,15.995790959264676,31.928586790008563,A-B,99.0,15,22.5
8,18,360,40,15.94656959983967,31.86940366340443,A-B,99.0,15,22.5
9,19,360,40,15.897847174168003,31.812508660297205,A-B,99.0,15,22.5
10,20,360,40,15.849616134319636,31.757914974253374,A-B,99.0,15,22.5
11,20,360,40,15.849616134319636,31.757914974253374,A-B,99.0,15,22.5
12,21,360,40,15.801869083848654,31.70563736183147,A-B,99.0,15,22.5
13,22,360,40,15.754598774011917,31.655692206463847,A-B,99.0,15,22.5
14,24,360,40,15.661460097879775,31.562873352037418,A-B,99.0,15,22.5
15,25,360,40,15.615577940134846,31.520041198078676,A-B,99.0,15,22.5
16,26,360,40,15.570144933317081,31.479624755826627,A-B,99.0,15,22.5
17,26,360,40,15.570144933317081,31.479624755826627,A-B,99.0,15,22.5
18,26,360,40,15.570144933317081,31.479624755826627,A-B,99.0,15,22.5
19,25,360,40,15.615577940134846,31.520041198078676,A-B,99.0,15,22.5
20,24,360,40,15.661460097879775,31.562873352037418,A-B,99.0,15,22.5
21,22,360,40,15.754598774011917,31.655692206463847,A-B,99.0,15,22.5
22,21,360,40,15.801869083848654,31.70563736183147,A-B,99.0,15,22.5
23,20,360,40,15.849616134319636,31.757914974253374,A-B,99.0,15,22.5
0,20,180,40,18.254141867741627,35.71895285699088,B-A,99.0,20,25.0
1,19,180,40,18.1793123310065,35.5735152521662,B-A,99.0,20,25.0
2,19,180,40,18.1793123310065,35.5735152521662,B-A,99.0,20,25.0
3,19,180,40,18.1793123310065,35.5735152521662,B-A,99.0,20,25.0
4,18,180,40,18.105416376884452,35.430672749107444,B-A,99.0,20,25.0
5,18,180,40,18.105416376884452,35.430672749107444,B-A,99.0,20,25.0
6,18,180,40,18.105416376884452,35.430672749107444,B-A,99.0,20,25.0
7,17,180,40,18.032436642447216,35.29039963994543,B-A,99.0,20,25.0
8,18,180,40,18.105416376884452,35.430672749107444,B-A,99.0,20,25.0
9,19,180,40,18.1793123310065,35.5735152521662,B-A,99.0,20,25.0
10,20,180,40,18.254141867741627,35.71895285699088,B-A,99.0,20,25.0
11,20,180,40,18.254141867741627,35.71895285699088,B-A,99.0,20,25.0
12,21,180,40,18.329922791524652,35.86701226295125,B-A,99.0,20,25.0
13,22,180,40,18.406673362420065,36.01772117572006,B-A,99.0,20,25.0
14,24,180,40,18.563158852537313,36.32720347390379,B-A,99.0,20,25.0
15,25,180,40,18.64293270493322,36.486037453893026,B-A,99.0,20,25.0
16,26,180,40,18.723754103084573,36.64764216883738,B-A,99.0,20,25.0
17,26,180,40,18.723754103084573,36.64764216883738,B-A,99.0,20,25.0
18,26,180,40,18.723754103084573,36.64764216883738,B-A,99.0,20,25.0
19,25,180,40,18.64293270493322,36.486037453893026,B-A,99.0,20,25.0
20,24,180,40,18.563158852537313,36.32720347390379,B-A,99.0,20,25.0
21,22,180,40,18.406673362420065,36.01772117572006,B-A,99.0,20,25.0
22,21,180,40,18.329922791524652,35.86701226295125,B-A,99.0,20,25.0
23,20,180,40,18.254141867741627,35.71895285699088,B-A,99.0,20,25.0
0,23,360,40,15.70779810010048,31.608097587111388,A-B,99.5,15,22.5
1,22,360,40,15.754598774011917,31.655692206463847,A-B,99.5,15,22.5
2,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
3,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
4,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
5,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
6,20,360,40,15.849616134319636,31.757914974253374,A-B,99.5,15,22.5
7,20,360,40,15.849616134319636,31.757914974253374,A-B,99.5,15,22.5
8,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
9,21,360,40,15.801869083848654,31.70563736183147,A-B,99.5,15,22.5
10,22,360,40,15.754598774011917,31.655692206463847,A-B,99.5,15,22.5
11,23,360,40,15.70779810010048,31.608097587111388,A-B,99.5,15,22.5
12,24,360,40,15.661460097879775,31.562873352037418,A-B,99.5,15,22.5
13,25,360,40,15.615577940134846,31.520041198078676,A-B,99.5,15,22.5
14,26,360,40,15.570144933317081,31.479624755826627,A-B,99.5,15,22.5
15,27,360,40,15.525154514288904,31.44164968117018,A-B,99.5,15,22.5
16,28,360,40,15.480600247163169,31.406143753693406,A-B,99.5,15,22.5
17,29,360,40,15.436475820234003,31.37313698246916,A-B,99.5,15,22.5
18,29,360,40,15.436475820234003,31.37313698246916,A-B,99.5,15,22.5
19,28,360,40,15.480600247163169,31.406143753693406,A-B,99.5,15,22.5
20,26,360,40,15.570144933317081,31.479624755826627,A-B,99.5,15,22.5
21,25,360,40,15.615577940134846,31.520041198078676,A-B,99.5,15,22.5
22,24,360,40,15.661460097879775,31.562873352037418,A-B,99.5,15,22.5
23,23,360,40,15.70779810010048,31.608097587111388,A-B,99.5,15,22.5
0,23,180,40,18.484412310790795,36.171108323386655,B-A,99.5,20,25.0
1,22,180,40,18.406673362420065,36.01772117572006,B-A,99.5,20,25.0
2,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
3,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
4,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
5,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
6,20,180,40,18.254141867741627,35.71895285699088,B-A,99.5,20,25.0
7,20,180,40,18.254141867741627,35.71895285699088,B-A,99.5,20,25.0
8,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
9,21,180,40,18.329922791524652,35.86701226295125,B-A,99.5,20,25.0
10,22,180,40,18.406673362420065,36.01772117572006,B-A,99.5,20,25.0
11,23,180,40,18.484412310790795,36.171108323386655,B-A,99.5,20,25.0
12,24,180,40,18.563158852537313,36.32720347390379,B-A,99.5,20,25.0
13,25,180,40,18.64293270493322,36.486037453893026,B-A,99.5,20,25.0
14,26,180,40,18.723754103084573,36.64764216883738,B-A,99.5,20,25.0
15,27,180,40,18.805643817042032,36.81205062469337,B-A,99.5,20,27.5
16,28,180,40,18.88862316959595,36.97929695095816,B-A,99.5,20,27.5
17,29,180,40,18.972714054786664,37.14941642523091,B-A,99.5,20,27.5
18,29,180,40,18.972714054786664,37.14941642523091,B-A,99.5,20,27.5
19,28,180,40,18.88862316959595,36.97929695095816,B-A,99.5,20,27.5
20,26,180,40,18.723754103084573,36.64764216883738,B-A,99.5,20,25.0
21,25,180,40,18.64293270493322,36.486037453893026,B-A,99.5,20,25.0
22,24,180,40,18.563158852537313,36.32720347390379,B-A,99.5,20,25.0
23,23,180,40,18.484412310790795,36.171108323386655,B-A,99.5,20,25.0
0,4,270,50,20.255645179087445,38.90719162871399,A-B,50.0,20,27.5
1,3,270,50,20.25411215587276,38.90465736046268,A-B,50.0,20,27.5
2,3,270,50,20.25411215587276,38.90465736046268,A-B,50.0,20,27.5
3,3,270,50,20.25411215587276,38.90465736046268,A-B,50.0,20,27.5
4,3,225,50,20.42073762723524,39.18483310268111,A-B,50.0,20,27.5
5,3,225,50,20.42073762723524,39.18483310268111,A-B,50.0,20,27.5
6,3,225,50,20.42073762723524,39.18483310268111,A-B,50.0,20,27.5
7,3,180,50,20.490333535454155,39.303298509516836,A-B,50.0,20,27.5
8,3,180,50,20.490333535454155,39.303298509516836,A-B,50.0,20,27.5
9,3,135,50,20.420738078580715,39.18483386829861,A-B,50.0,20,27.5
10,4,180,50,20.571552682362782,39.44257898444049,A-B,50.0,20,27.5
11,5,225,50,20.536561960130292,39.38247870760836,A-B,50.0,20,27.5
12,6,270,50,20.260028173221,38.91444326452521,A-B,50.0,20,27.5
13,8,270,50,20.266171451984135,38.92462223307959,A-B,50.0,20,27.5
14,9,270,50,20.269905302496724,38.930817426780656,A-B,50.0,20,27.5
15,10,270,50,20.274082002754348,38.93775493933296,A-B,50.0,20,27.5
16,11,270,50,20.2787027442092,38.945439235805864,A-B,50.0,20,27.5
17,10,270,50,20.274082002754348,38.93775493933296,A-B,50.0,20,27.5
18,10,270,50,20.274082002754348,38.93775493933296,A-B,50.0,20,27.5
19,9,270,50,20.269905302496724,38.930817426780656,A-B,50.0,20,27.5
20,7,270,50,20.262879387700373,38.91916535729386,A-B,50.0,20,27.5
21,6,270,50,20.260028173221,38.91444326452521,A-B,50.0,20,27.5
22,5,270,50,20.257616998471637,38.910452887626725,A-B,50.0,20,27.5
23,4,270,50,20.255645179087445,38.90719162871399,A-B,50.0,20,27.5
0,4,90,50,20.255646020330765,38.907193030690294,B-A,50.0,20,27.5
1,3,90,50,20.254112786666298,38.90465841142546,B-A,50.0,20,27.5
2,3,90,50,20.254112786666298,38.90465841142546,B-A,50.0,20,27.5
3,3,90,50,20.254112786666298,38.90465841142546,B-A,50.0,20,27.5
4,3,45,50,20.08945824111853,38.6330191964725,B-A,50.0,20,27.5
5,3,45,50,20.08945824111853,38.6330191964725,B-A,50.0,20,27.5
6,3,45,50,20.08945824111853,38.6330191964725,B-A,50.0,20,27.5
7,3,0,50,20.021833257825428,38.523098438221474,B-A,50.0,20,27.5
8,3,0,50,20.021833257825428,38.523098438221474,B-A,50.0,20,27.5
9,3,45,50,20.08945824111853,38.6330191964725,B-A,50.0,20,27.5
10,4,0,50,19.94674804110097,38.40217772063234,B-A,50.0,20,27.5
11,5,45,50,19.984151571493342,38.46213204766395,B-A,50.0,20,27.5
12,6,90,50,20.260029435880696,38.914445370455695,B-A,50.0,20,27.5
13,8,90,50,20.266173137016054,38.924625046516105,B-A,50.0,20,27.5
14,9,90,50,20.269907199173833,38.930820595668735,B-A,50.0,20,27.5
15,10,90,50,20.27408411143676,38.93775846499929,B-A,50.0,20,27.5
16,11,90,50,20.278705065297792,38.945443119722064,B-A,50.0,20,27.5
17,10,90,50,20.27408411143676,38.93775846499929,B-A,50.0,20,27.5
18,10,90,50,20.27408411143676,38.93775846499929,B-A,50.0,20,27.5
19,9,90,50,20.269907199173833,38.930820595668735,B-A,50.0,20,27.5
20,7,90,50,20.26288086140663,38.91916781645994,B-A,50.0,20,27.5
21,6,90,50,20.260029435880696,38.914445370455695,B-A,50.0,20,27.5
22,5,90,50,20.257618050323714,38.91045464120969,B-A,50.0,20,27.5
23,4,90,50,20.255646020330765,38.907193030690294,B-A,50.0,20,27.5
0,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
1,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
2,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
3,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
4,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
5,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
6,3,270,50,20.25411215587276,38.90465736046268,A-B,60.0,20,27.5
7,4,270,50,20.255645179087445,38.90719162871399,A-B,60.0,20,27.5
8,4,225,50,20.478299617831254,39.28276987351799,A-B,60.0,20,27.5
9,4,225,50,20.478299617831254,39.28276987351799,A-B,60.0,20,27.5
10,5,225,50,20.536561960130292,39.38247870760836,A-B,60.0,20,27.5
11,6,270,50,20.260028173221,38.91444326452521,A-B,60.0,20,27.5
12,7,270,50,20.262879387700373,38.91916535729386,A-B,60.0,20,27.5
13,9,270,50,20.269905302496724,38.930817426780656,A-B,60.0,20,27.5
14,10,315,50,19.731356469974834,38.061638537032714,A-B,60.0,20,27.5
15,11,315,50,19.68252209344267,37.985932345814184,A-B,60.0,20,27.5
16,12,270,50,20.283768847197045,38.953875243322024,A-B,60.0,20,27.5
17,12,270,50,20.283768847197045,38.953875243322024,A-B,60.0,20,27.5
18,11,270,50,20.2787027442092,38.945439235805864,A-B,60.0,20,27.5
19,10,270,50,20.274082002754348,38.93775493933296,A-B,60.0,20,27.5
20,9,270,50,20.269905302496724,38.930817426780656,A-B,60.0,20,27.5
21,7,315,50,19.88127393977531,38.29744719982466,A-B,60.0,20,27.5
22,6,315,50,19.932413262377807,38.37902545871629,A-B,60.0,20,27.5
23,5,315,50,19.984150842473085,38.462130874023956,A-B,60.0,20,27.5
0,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
1,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
2,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
3,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
4,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
5,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
6,3,90,50,20.254112786666298,38.90465841142546,B-A,60.0,20,27.5
7,4,90,50,20.255646020330765,38.907193030690294,B-A,60.0,20,27.5
8,4,45,50,20.036496469933514,38.54678819479884,B-A,60.0,20,27.5
9,4,45,50,20.036496469933514,38.54678819479884,B-A,60.0,20,27.5
10,5,45,50,19.984151571493342,38.46213204766395,B-A,60.0,20,27.5
11,6,90,50,20.260029435880696,38.914445370455695,B-A,60.0,20,27.5
12,7,90,50,20.26288086140663,38.91916781645994,B-A,60.0,20,27.5
13,9,90,50,20.269907199173833,38.930820595668735,B-A,60.0,20,27.5
14,10,135,50,20.838794713103177,39.908516535529074,B-A,60.0,20,27.5
15,11,135,50,20.901511866140247,40.01940866588724,B-A,60.0,20,27.5
16,12,90,50,20.283771381133814,38.953879487103826,B-A,60.0,20,27.5
17,12,90,50,20.283771381133814,38.953879487103826,B-A,60.0,20,27.5
18,11,90,50,20.278705065297792,38.945443119722064,B-A,60.0,20,27.5
19,10,90,50,20.27408411143676,38.93775846499929,B-A,60.0,20,27.5
20,9,90,50,20.269907199173833,38.930820595668735,B-A,60.0,20,27.5
21,7,135,50,20.655235270636368,39.58731747919201,B-A,60.0,20,27.5
22,6,135,50,20.595537124839844,39.48398687164023,B-A,60.0,20,27.5
23,5,135,50,20.53656271865303,39.382480009069,B-A,60.0,20,27.5
0,6,315,50,19.932413262377807,38.37902545871629,A-B,70.0,20,27.5
1,5,315,50,19.984150842473085,38.462130874023956,A-B,70.0,20,27.5
2,5,315,50,19.984150842473085,38.462130874023956,A-B,70.0,20,27.5
3,5,315,50,19.984150842473085,38.462130874023956,A-B,70.0,20,27.5
4,5,315,50,19.984150842473085,38.462130874023956,A-B,70.0,20,27.5
5,5,270,50,20.257616998471637,38.910452887626725,A-B,70.0,20,27.5
6,4,270,50,20.255645179087445,38.90719162871399,A-B,70.0,20,27.5
7,4,270,50,20.255645179087445,38.90719162871399,A-B,70.0,20,27.5
8,5,270,50,20.257616998471637,38.910452887626725,A-B,70.0,20,27.5
9,5,270,50,20.257616998471637,38.910452887626725,A-B,70.0,20,27.5
10,6,270,50,20.260028173221,38.91444326452521,A-B,70.0,20,27.5
11,7,315,50,19.88127393977531,38.29744719982466,A-B,70.0,20,27.5
12,9,315,50,19.780754253647714,38.13877736108018,A-B,70.0,20,27.5
13,10,315,50,19.731356469974834,38.061638537032714,A-B,70.0,20,27.5
14,12,315,50,19.634242878182988,37.91163523750748,A-B,70.0,20,27.5
15,13,315,50,19.586510755509877,37.8387236603522,A-B,70.0,20,27.5
16,14,315,50,19.539317829428875,37.767174044162275,A-B,70.0,20,27.5
17,14,315,50,19.539317829428875,37.767174044162275,A-B,70.0,20,27.5
18,13,315,50,19.586510755509877,37.8387236603522,A-B,70.0,20,27.5
19,12,315,50,19.634242878182988,37.91163523750748,A-B,70.0,20,27.5
20,10,315,50,19.731356469974834,38.061638537032714,A-B,70.0,20,27.5
21,9,315,50,19.780754253647714,38.13877736108018,A-B,70.0,20,27.5
22,7,315,50,19.88127393977531,38.29744719982466,A-B,70.0,20,27.5
23,6,315,50,19.932413262377807,38.37902545871629,A-B,70.0,20,27.5
0,6,135,50,20.595537124839844,39.48398687164023,B-A,70.0,20,27.5
1,5,135,50,20.53656271865303,39.382480009069,B-A,70.0,20,27.5
2,5,135,50,20.53656271865303,39.382480009069,B-A,70.0,20,27.5
3,5,135,50,20.53656271865303,39.382480009069,B-A,70.0,20,27.5
4,5,135,50,20.53656271865303,39.382480009069,B-A,70.0,20,27.5
5,5,90,50,20.257618050323714,38.91045464120969,B-A,70.0,20,27.5
6,4,90,50,20.255646020330765,38.907193030690294,B-A,70.0,20,27.5
7,4,90,50,20.255646020330765,38.907193030690294,B-A,70.0,20,27.5
8,5,90,50,20.257618050323714,38.91045464120969,B-A,70.0,20,27.5
9,5,90,50,20.257618050323714,38.91045464120969,B-A,70.0,20,27.5
10,6,90,50,20.260029435880696,38.914445370455695,B-A,70.0,20,27.5
