hour,windspeed,winddir,flight_distance,flight_time,energy_consumption,flight_direction,percentile,flight_time_rounded,energy_consumption_%
0,4,270,20,10.097689519796333,21.78138185880769,A-B,50.0,10,15.0
1,3,270,20,10.097275016408815,21.780733359546318,A-B,50.0,10,15.0
2,3,270,20,10.097275016408815,21.780733359546318,A-B,50.0,10,15.0
3,3,270,20,10.097275016408815,21.780733359546318,A-B,50.0,10,15.0
4,3,225,20,10.142327708152457,21.855943420993512,A-B,50.0,10,15.0
5,3,225,20,10.142327708152457,21.855943420993512,A-B,50.0,10,15.0
6,3,225,20,10.142327708152457,21.855943420993512,A-B,50.0,10,15.0
7,3,180,20,10.161145257318069,21.888799031257655,A-B,50.0,10,15.0
8,3,180,20,10.161145257318069,21.888799031257655,A-B,50.0,10,15.0
9,3,135,20,10.142327830188592,21.85594363141179,A-B,50.0,10,15.0
10,4,180,20,10.183105532415482,21.92817198543033,A-B,50.0,10,15.0
11,5,225,20,10.173644636612831,21.911113730591673,A-B,50.0,10,15.0
12,6,270,20,10.09887460681814,21.783241981730406,A-B,50.0,10,15.0
13,8,270,20,10.100535644846405,21.785864114564767,A-B,50.0,10,15.0
14,9,270,20,10.101545214480534,21.787466305731762,A-B,50.0,10,15.0
15,10,270,20,10.102674523149094,21.789266067106624,A-B,50.0,10,15.0
16,11,270,20,10.10392389300047,21.79126639815569,A-B,50.0,10,15.0
17,10,270,20,10.102674523149094,21.789266067106624,A-B,50.0,10,15.0
18,10,270,20,10.102674523149094,21.789266067106624,A-B,50.0,10,15.0
19,9,270,20,10.101545214480534,21.787466305731762,A-B,50.0,10,15.0
20,7,270,20,10.099645526690015,21.7844568008991,A-B,50.0,10,15.0
21,6,270,20,10.09887460681814,21.783241981730406,A-B,50.0,10,15.0
22,5,270,20,10.098222666200446,21.78221758638276,A-B,50.0,10,15.0
23,4,270,20,10.097689519796333,21.78138185880769,A-B,50.0,10,15.0
0,4,90,20,10.097689747254213,21.781382225972138,B-A,50.0,10,15.0
1,3,90,20,10.097275186964655,21.78073363457113,B-A,50.0,10,15.0
2,3,90,20,10.097275186964655,21.78073363457113,B-A,50.0,10,15.0
3,3,90,20,10.097275186964655,21.78073363457113,B-A,50.0,10,15.0
4,3,45,20,10.052755400019137,21.71163566822997,B-A,50.0,10,15.0
5,3,45,20,10.052755400019137,21.71163566822997,B-A,50.0,10,15.0
6,3,45,20,10.052755400019137,21.71163566822997,B-A,50.0,10,15.0
7,3,0,20,10.034470755411316,21.684900275484445,B-A,50.0,10,15.0
8,3,0,20,10.034470755411316,21.684900275484445,B-A,50.0,10,15.0
9,3,45,20,10.052755400019137,21.71163566822997,B-A,50.0,10,15.0
10,4,0,20,10.014168990645516,21.656341742595796,B-A,50.0,10,15.0
11,5,45,20,10.024282268712263,21.670286056827837,B-A,50.0,10,15.0
12,6,90,20,10.09887494821983,21.783242534465558,B-A,50.0,10,15.0
13,8,90,20,10.100536100450357,21.785864855246682,B-A,50.0,10,15.0
14,9,90,20,10.101545727309746,21.787467141520878,B-A,50.0,10,15.0
15,10,90,20,10.102675093300931,21.78926699888668,B-A,50.0,10,15.0
16,11,90,20,10.103924520583329,21.791267426905137,B-A,50.0,10,15.0
17,10,90,20,10.102675093300931,21.78926699888668,B-A,50.0,10,15.0
18,10,90,20,10.102675093300931,21.78926699888668,B-A,50.0,10,15.0
19,9,90,20,10.101545727309746,21.787467141520878,B-A,50.0,10,15.0
20,7,90,20,10.099645925155102,21.78445744726188,B-A,50.0,10,15.0
21,6,90,20,10.09887494821983,21.783242534465558,B-A,50.0,10,15.0
22,5,90,20,10.098222950603345,21.78221804608446,B-A,50.0,10,15.0
23,4,90,20,10.097689747254213,21.781382225972138,B-A,50.0,10,15.0
0,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
1,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
2,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
3,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
4,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
5,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
6,3,270,20,10.097275016408815,21.780733359546318,A-B,60.0,10,15.0
7,4,270,20,10.097689519796333,21.78138185880769,A-B,60.0,10,15.0
8,4,225,20,10.157891490791854,21.883073294826083,A-B,60.0,10,15.0
9,4,225,20,10.157891490791854,21.883073294826083,A-B,60.0,10,15.0
10,5,225,20,10.173644636612831,21.911113730591673,A-B,60.0,10,15.0
11,6,270,20,10.09887460681814,21.783241981730406,A-B,60.0,10,15.0
12,7,270,20,10.099645526690015,21.7844568008991,A-B,60.0,10,15.0
13,9,270,20,10.101545214480534,21.787466305731762,A-B,60.0,10,15.0
14,10,315,20,9.955930775450824,21.58075532790519,A-B,60.0,10,15.0
15,11,315,20,9.942726791123537,21.56512021194971,A-B,60.0,10,15.0
16,12,270,20,10.105293681031,21.793470601858935,A-B,60.0,10,15.0
17,12,270,20,10.105293681031,21.793470601858935,A-B,60.0,10,15.0
18,11,270,20,10.10392389300047,21.79126639815569,A-B,60.0,10,15.0
19,10,270,20,10.102674523149094,21.789266067106624,A-B,60.0,10,15.0
20,9,270,20,10.101545214480534,21.787466305731762,A-B,60.0,10,15.0
21,7,315,20,9.996465907916942,21.632150791407145,A-B,60.0,10,15.0
22,6,315,20,10.010293110434962,21.650822665184343,A-B,60.0,10,15.0
23,5,315,20,10.024282071597593,21.670285779954312,A-B,60.0,10,15.0
0,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
1,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
2,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
3,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
4,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
5,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
6,3,90,20,10.097275186964655,21.78073363457113,B-A,60.0,10,15.0
7,4,90,20,10.097689747254213,21.781382225972138,B-A,60.0,10,15.0
8,4,45,20,10.038435438419718,21.690552842264538,B-A,60.0,10,15.0
9,4,45,20,10.038435438419718,21.690552842264538,B-A,60.0,10,15.0
10,5,45,20,10.024282268712263,21.670286056827837,B-A,60.0,10,15.0
11,6,90,20,10.09887494821983,21.783242534465558,B-A,60.0,10,15.0
12,7,90,20,10.099645925155102,21.78445744726188,B-A,60.0,10,15.0
13,9,90,20,10.101545727309746,21.787467141520878,B-A,60.0,10,15.0
14,10,135,20,10.255363229473694,22.065375614186976,B-A,60.0,10,15.0
15,11,135,20,10.272320880304111,22.099119491861032,B-A,60.0,10,15.0
16,12,90,20,10.10529436616438,21.793471728649855,B-A,60.0,10,15.0
17,12,90,20,10.10529436616438,21.793471728649855,B-A,60.0,10,15.0
18,11,90,20,10.103924520583329,21.791267426905137,B-A,60.0,10,15.0
19,10,90,20,10.102675093300931,21.78926699888668,B-A,60.0,10,15.0
20,9,90,20,10.101545727309746,21.787467141520878,B-A,60.0,10,15.0
21,7,135,20,10.205731880133943,21.969972684813925,B-A,60.0,10,15.0
22,6,135,20,10.189590517482447,21.94007665478449,B-A,60.0,10,15.0
23,5,135,20,10.173644841704467,21.911114098994943,B-A,60.0,10,15.0
0,6,315,20,10.010293110434962,21.650822665184343,A-B,70.0,10,15.0
1,5,315,20,10.024282071597593,21.670285779954312,A-B,70.0,10,15.0
2,5,315,20,10.024282071597593,21.670285779954312,A-B,70.0,10,15.0
3,5,315,20,10.024282071597593,21.670285779954312,A-B,70.0,10,15.0
4,5,315,20,10.024282071597593,21.670285779954312,A-B,70.0,10,15.0
5,5,270,20,10.098222666200446,21.78221758638276,A-B,70.0,10,15.0
6,4,270,20,10.097689519796333,21.78138185880769,A-B,70.0,10,15.0
7,4,270,20,10.097689519796333,21.78138185880769,A-B,70.0,10,15.0
8,5,270,20,10.098222666200446,21.78221758638276,A-B,70.0,10,15.0
9,5,270,20,10.098222666200446,21.78221758638276,A-B,70.0,10,15.0
10,6,270,20,10.09887460681814,21.783241981730406,A-B,70.0,10,15.0
11,7,315,20,9.996465907916942,21.632150791407145,A-B,70.0,10,15.0
12,9,315,20,9.969287095480622,21.597130030619287,A-B,70.0,10,15.0
13,10,315,20,9.955930775450824,21.58075532790519,A-B,70.0,10,15.0
14,12,315,20,9.929672912956327,21.55021127606279,A-B,70.0,10,15.0
15,13,315,20,9.916766959313843,21.536014893759496,A-B,70.0,10,15.0
16,14,315,20,9.904006795253553,21.522517207701775,A-B,70.0,10,15.0
17,14,315,20,9.904006795253553,21.522517207701775,A-B,70.0,10,15.0
18,13,315,20,9.916766959313843,21.536014893759496,A-B,70.0,10,15.0
19,12,315,20,9.929672912956327,21.55021127606279,A-B,70.0,10,15.0
20,10,315,20,9.955930775450824,21.58075532790519,A-B,70.0,10,15.0
21,9,315,20,9.969287095480622,21.597130030619287,A-B,70.0,10,15.0
22,7,315,20,9.996465907916942,21.632150791407145,A-B,70.0,10,15.0
23,6,315,20,10.010293110434962,21.650822665184343,A-B,70.0,10,15.0
0,6,135,20,10.189590517482447,21.94007665478449,B-A,70.0,10,15.0
1,5,135,20,10.173644841704467,21.911114098994943,B-A,70.0,10,15.0
2,5,135,20,10.173644841704467,21.911114098994943,B-A,70.0,10,15.0
3,5,135,20,10.173644841704467,21.911114098994943,B-A,70.0,10,15.0
4,5,135,20,10.173644841704467,21.911114098994943,B-A,70.0,10,15.0
5,5,90,20,10.098222950603345,21.78221804608446,B-A,70.0,10,15.0
6,4,90,20,10.097689747254213,21.781382225972138,B-A,70.0,10,15.0
7,4,90,20,10.097689747254213,21.781382225972138,B-A,70.0,10,15.0
8,5,90,20,10.098222950603345,21.78221804608446,B-A,70.0,10,15.0
9,5,90,20,10.098222950603345,21.78221804608446,B-A,70.0,10,15.0
10,6,90,20,10.09887494821983,21.783242534465558,B-A,70.0,10,15.0
11,7,135,20,10.205731880133943,21.969972684813925,B-A,70.0,10,15.0
12,9,135,20,10.238614842941956,22.032610778048358,B-A,70.0,10,15.0
13,10,135,20,10.255363229473694,22.065375614186976,B-A,70.0,10,15.0
14,12,135,20,10.289491397219898,22.133853813348072,B-A,70.0,10,15.0
15,13,135,20,10.30687846995631,22.16959000632767,B-A,70.0,10,15.0
16,14,135,20,10.324485878845039,22.206339534403575,B-A,70.0,10,15.0
17,14,135,20,10.324485878845039,22.206339534403575,B-A,70.0,10,15.0
18,13,135,20,10.30687846995631,22.16959000632767,B-A,70.0,10,15.0
19,12,135,20,10.289491397219898,22.133853813348072,B-A,70.0,10,15.0
20,10,135,20,10.255363229473694,22.065375614186976,B-A,70.0,10,15.0
21,9,135,20,10.238614842941956,22.032610778048358,B-A,70.0,10,15.0
22,7,135,20,10.205731880133943,21.969972684813925,B-A,70.0,10,15.0
23,6,135,20,10.189590517482447,21.94007665478449,B-A,70.0,10,15.0
0,8,315,20,9.982798029916285,21.614257518185454,A-B,80.0,10,15.0
1,7,315,20,9.996465907916942,21.632150791407145,A-B,80.0,10,15.0
2,7,315,20,9.996465907916942,21.632150791407145,A-B,80.0,10,15.0
3,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
4,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
5,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
6,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
7,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
8,6,315,20,10.010293110434962,21.650822665184343,A-B,80.0,10,15.0
9,7,315,20,9.996465907916942,21.632150791407145,A-B,80.0,10,15.0
10,8,315,20,9.982798029916285,21.614257518185454,A-B,80.0,10,15.0
11,9,315,20,9.969287095480622,21.597130030619287,A-B,80.0,10,15.0
12,10,315,20,9.955930775450824,21.58075532790519,A-B,80.0,10,15.0
13,12,315,20,9.929672912956327,21.55021127606279,A-B,80.0,10,15.0
14,14,315,20,9.904006795253553,21.522517207701775,A-B,80.0,10,15.0
15,15,315,20,9.891390331349637,21.50970411881469,A-B,80.0,10,15.0
16,16,315,20,9.87891552255364,21.49756127561498,A-B,80.0,10,15.0
17,16,315,20,9.87891552255364,21.49756127561498,A-B,80.0,10,15.0
18,15,315,20,9.891390331349637,21.50970411881469,A-B,80.0,10,15.0
19,14,315,20,9.904006795253553,21.522517207701775,A-B,80.0,10,15.0
20,12,315,20,9.929672912956327,21.55021127606279,A-B,80.0,10,15.0
21,11,315,20,9.942726791123537,21.56512021194971,A-B,80.0,10,15.0
22,9,315,20,9.969287095480622,21.597130030619287,A-B,80.0,10,15.0
23,8,315,20,9.982798029916285,21.614257518185454,A-B,80.0,10,15.0
0,8,135,20,10.22207220431638,22.00081359600133,B-A,80.0,10,15.0
1,7,135,20,10.205731880133943,21.969972684813925,B-A,80.0,10,15.0
2,7,135,20,10.205731880133943,21.969972684813925,B-A,80.0,10,15.0
3,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
4,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
5,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
6,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
7,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
8,6,135,20,10.189590517482447,21.94007665478449,B-A,80.0,10,15.0
9,7,135,20,10.205731880133943,21.969972684813925,B-A,80.0,10,15.0
10,8,135,20,10.22207220431638,22.00081359600133,B-A,80.0,10,15.0
11,9,135,20,10.238614842941956,22.032610778048358,B-A,80.0,10,15.0
12,10,135,20,10.255363229473694,22.065375614186976,B-A,80.0,10,15.0
13,12,135,20,10.289491397219898,22.133853813348072,B-A,80.0,10,15.0
14,14,135,20,10.324485878845039,22.206339534403575,B-A,80.0,10,15.0
15,15,135,20,10.342317497559558,22.24411390758781,B-A,80.0,10,15.0
16,16,135,20,10.360377295962161,22.282924692755742,B-A,80.0,10,15.0
17,16,135,20,10.360377295962161,22.282924692755742,B-A,80.0,10,15.0
18,15,135,20,10.342317497559558,22.24411390758781,B-A,80.0,10,15.0
19,14,135,20,10.324485878845039,22.206339534403575,B-A,80.0,10,15.0
20,12,135,20,10.289491397219898,22.133853813348072,B-A,80.0,10,15.0
21,11,135,20,10.272320880304111,22.099119491861032,B-A,80.0,10,15.0
22,9,135,20,10.238614842941956,22.032610778048358,B-A,80.0,10,15.0
23,8,135,20,10.22207220431638,22.00081359600133,B-A,80.0,10,15.0
0,11,360,20,9.878062245532501,21.500672850244392,A-B,90.0,10,15.0
1,10,360,20,9.89688652782272,21.518107822050748,A-B,90.0,10,15.0
2,10,360,20,9.89688652782272,21.518107822050748,A-B,90.0,10,15.0
3,9,360,20,9.915911810219825,21.537161184387998,A-B,90.0,10,15.0
4,9,360,20,9.915911810219825,21.537161184387998,A-B,90.0,10,15.0
5,9,360,20,9.915911810219825,21.537161184387998,A-B,90.0,10,15.0
6,9,360,20,9.915911810219825,21.537161184387998,A-B,90.0,10,15.0
7,8,360,20,9.935141329332943,21.557821696058166,A-B,90.0,10,15.0
8,9,360,20,9.915911810219825,21.537161184387998,A-B,90.0,10,15.0
9,10,360,20,9.89688652782272,21.518107822050748,A-B,90.0,10,15.0
10,11,360,20,9.878062245532501,21.500672850244392,A-B,90.0,10,15.0
11,12,360,20,9.859435794769553,21.484868460459754,A-B,90.0,10,15.0
12,13,360,20,9.841004073205738,21.470707832405537,A-B,90.0,10,15.0
13,15,360,20,9.804712729338508,21.447375766796444,A-B,90.0,10,15.0
14,17,360,20,9.769164656199676,21.430803461229203,A-B,90.0,10,15.0
15,18,315,20,9.854382905389553,21.47522759609267,A-B,90.0,10,15.0
16,19,315,20,9.842321219046694,21.46500670253657,A-B,90.0,10,15.0
17,19,315,20,9.842321219046694,21.46500670253657,A-B,90.0,10,15.0
18,18,315,20,9.854382905389553,21.47522759609267,A-B,90.0,10,15.0
19,17,315,20,9.866580367090624,21.486074063793033,A-B,90.0,10,15.0
20,15,360,20,9.804712729338508,21.447375766796444,A-B,90.0,10,15.0
21,13,360,20,9.841004073205738,21.470707832405537,A-B,90.0,10,15.0
22,12,360,20,9.859435794769553,21.484868460459754,A-B,90.0,10,15.0
23,11,360,20,9.878062245532501,21.500672850244392,A-B,90.0,10,15.0
0,11,180,20,10.344177905752257,22.24673091704716,B-A,90.0,10,15.0
1,10,180,20,10.320347263940597,22.196616270039478,B-A,90.0,10,15.0
2,10,180,20,10.320347263940597,22.196616270039478,B-A,90.0,10,15.0
3,9,180,20,10.296798131523868,22.14803957326544,B-A,90.0,10,15.0
4,9,180,20,10.296798131523868,22.14803957326544,B-A,90.0,10,15.0
5,9,180,20,10.296798131523868,22.14803957326544,B-A,90.0,10,15.0
6,9,180,20,10.296798131523868,22.14803957326544,B-A,90.0,10,15.0
7,8,180,20,10.273525549620805,22.100998737143087,B-A,90.0,10,15.0
8,9,180,20,10.296798131523868,22.14803957326544,B-A,90.0,10,15.0
9,10,180,20,10.320347263940597,22.196616270039478,B-A,90.0,10,15.0
10,11,180,20,10.344177905752257,22.24673091704716,B-A,90.0,10,15.0
11,12,180,20,10.368295135111236,22.298386154699823,B-A,90.0,10,15.0
12,13,180,20,10.392704153048617,22.351585166674926,B-A,90.0,10,15.0
13,15,180,20,10.442418995749716,22.46262992522229,B-A,90.0,10,15.0
14,17,180,20,10.493366645254671,22.579901293180846,B-A,90.0,10,15.0
15,18,135,20,10.397197810054212,22.363702113467525,B-A,90.0,10,15.0
16,19,135,20,10.415966973548631,22.40569226096987,B-A,90.0,10,15.0
17,19,135,20,10.415966973548631,22.40569226096987,B-A,90.0,10,15.0
18,18,135,20,10.397197810054212,22.363702113467525,B-A,90.0,10,15.0
19,17,135,20,10.378669343057064,22.32278352408196,B-A,90.0,10,15.0
20,15,180,20,10.442418995749716,22.46262992522229,B-A,90.0,10,15.0
21,13,180,20,10.392704153048617,22.351585166674926,B-A,90.0,10,15.0
22,12,180,20,10.368295135111236,22.298386154699823,B-A,90.0,10,15.0
23,11,180,20,10.344177905752257,22.24673091704716,B-A,90.0,10,15.0
0,13,360,20,9.841004073205738,21.470707832405537,A-B,95.0,10,15.0
1,13,360,20,9.841004073205738,21.470707832405537,A-B,95.0,10,15.0
2,12,360,20,9.859435794769553,21.484868460459754,A-B,95.0,10,15.0
3,12,360,20,9.859435794769553,21.484868460459754,A-B,95.0,10,15.0
4,12,360,20,9.859435794769553,21.484868460459754,A-B,95.0,10,15.0
5,11,360,20,9.878062245532501,21.500672850244392,A-B,95.0,10,15.0
6,11,360,20,9.878062245532501,21.500672850244392,A-B,95.0,10,15.0
7,11,360,20,9.878062245532501,21.500672850244392,A-B,95.0,10,15.0
8,12,360,20,9.859435794769553,21.484868460459754,A-B,95.0,10,15.0
9,12,360,20,9.859435794769553,21.484868460459754,A-B,95.0,10,15.0
10,13,360,20,9.841004073205738,21.470707832405537,A-B,95.0,10,15.0
11,14,360,20,9.822764043041845,21.45820517445718,A-B,95.0,10,15.0
12,16,360,20,9.786847218398663,21.4382360074223,A-B,95.0,10,15.0
13,17,360,20,9.769164656199676,21.430803461229203,A-B,95.0,10,15.0
14,19,360,20,9.734337251232631,21.421136420099074,A-B,95.0,10,15.0
15,20,360,20,9.717186985341609,21.418943378451452,A-B,95.0,10,15.0
16,21,360,20,9.700208819130312,21.41854057985408,A-B,95.0,10,15.0
17,21,360,20,9.700208819130312,21.41854057985408,A-B,95.0,10,15.0
18,20,360,20,9.717186985341609,21.418943378451452,A-B,95.0,10,15.0
19,19,360,20,9.734337251232631,21.421136420099074,A-B,95.0,10,15.0
20,18,360,20,9.751662246873437,21.42509691236497,A-B,95.0,10,15.0
21,16,360,20,9.786847218398663,21.4382360074223,A-B,95.0,10,15.0
22,15,360,20,9.804712729338508,21.447375766796444,A-B,95.0,10,15.0
23,14,360,20,9.822764043041845,21.45820517445718,A-B,95.0,10,15.0
0,13,180,20,10.392704153048617,22.351585166674926,B-A,95.0,10,15.0
1,13,180,20,10.392704153048617,22.351585166674926,B-A,95.0,10,15.0
2,12,180,20,10.368295135111236,22.298386154699823,B-A,95.0,10,15.0
3,12,180,20,10.368295135111236,22.298386154699823,B-A,95.0,10,15.0
4,12,180,20,10.368295135111236,22.298386154699823,B-A,95.0,10,15.0
5,11,180,20,10.344177905752257,22.24673091704716,B-A,95.0,10,15.0
6,11,180,20,10.344177905752257,22.24673091704716,B-A,95.0,10,15.0
7,11,180,20,10.344177905752257,22.24673091704716,B-A,95.0,10,15.0
8,12,180,20,10.368295135111236,22.298386154699823,B-A,95.0,10,15.0
9,12,180,20,10.368295135111236,22.298386154699823,B-A,95.0,10,15.0
10,13,180,20,10.392704153048617,22.351585166674926,B-A,95.0,10,15.0
11,14,180,20,10.417410287213503,22.406331673209003,B-A,95.0,10,15.0
12,16,180,20,10.46773587131582,22.520484699252876,B-A,95.0,10,15.0
13,17,180,20,10.493366645254671,22.579901293180846,B-A,95.0,10,15.0
14,19,180,20,10.545593533160007,22.703443718697773,B-A,95.0,10,15.0
15,20,180,20,10.572201842985878,22.767582725003365,B-A,95.0,10,17.5
16,21,180,20,10.59914845239824,22.83330989737194,B-A,95.0,10,17.5
17,21,180,20,10.59914845239824,22.83330989737194,B-A,95.0,10,17.5
18,20,180,20,10.572201842985878,22.767582725003365,B-A,95.0,10,17.5
19,19,180,20,10.545593533160007,22.703443718697773,B-A,95.0,10,15.0
20,18,180,20,10.519317191919011,22.640885522725107,B-A,95.0,10,15.0
21,16,180,20,10.46773587131582,22.520484699252876,B-A,95.0,10,15.0
22,15,180,20,10.442418995749716,22.46262992522229,B-A,95.0,10,15.0
23,14,180,20,10.417410287213503,22.406331673209003,B-A,95.0,10,15.0
0,20,360,20,9.717186985341609,21.418943378451452,A-B,99.0,10,15.0
1,19,360,20,9.734337251232631,21.421136420099074,A-B,99.0,10,15.0
2,19,360,20,9.734337251232631,21.421136420099074,A-B,99.0,10,15.0
3,19,360,20,9.734337251232631,21.421136420099074,A-B,99.0,10,15.0
4,18,360,20,9.751662246873437,21.42509691236497,A-B,99.0,10,15.0
5,18,360,20,9.751662246873437,21.42509691236497,A-B,99.0,10,15.0
6,18,360,20,9.751662246873437,21.42509691236497,A-B,99.0,10,15.0
7,17,360,20,9.769164656199676,21.430803461229203,A-B,99.0,10,15.0
8,18,360,20,9.751662246873437,21.42509691236497,A-B,99.0,10,15.0
9,19,360,20,9.734337251232631,21.421136420099074,A-B,99.0,10,15.0
10,20,360,20,9.717186985341609,21.418943378451452,A-B,99.0,10,15.0
11,20,360,20,9.717186985341609,21.418943378451452,A-B,99.0,10,15.0
12,21,360,20,9.700208819130312,21.41854057985408,A-B,99.0,10,15.0
13,22,360,20,9.68340017504966,21.41995228314098,A-B,99.0,10,15.0
14,24,360,20,9.650281397900635,21.428324003557606,A-B,99.0,10,15.0
15,25,360,20,9.633966360790652,21.435340549516624,A-B,99.0,10,15.0
16,26,360,20,9.617811035307252,21.44428482686742,A-B,99.0,10,15.0
17,26,360,20,9.617811035307252,21.44428482686742,A-B,99.0,10,15.0
18,26,360,20,9.617811035307252,21.44428482686742,A-B,99.0,10,15.0
19,25,360,20,9.633966360790652,21.435340549516624,A-B,99.0,10,15.0
20,24,360,20,9.650281397900635,21.428324003557606,A-B,99.0,10,15.0
21,22,360,20,9.68340017504966,21.41995228314098,A-B,99.0,10,15.0
22,21,360,20,9.700208819130312,21.41854057985408,A-B,99.0,10,15.0
23,20,360,20,9.717186985341609,21.418943378451452,A-B,99.0,10,15.0
0,20,180,20,10.572201842985878,22.767582725003365,B-A,99.0,10,17.5
1,19,180,20,10.545593533160007,22.703443718697773,B-A,99.0,10,15.0
2,19,180,20,10.545593533160007,22.703443718697773,B-A,99.0,10,15.0
3,19,180,20,10.545593533160007,22.703443718697773,B-A,99.0,10,15.0
4,18,180,20,10.519317191919011,22.640885522725107,B-A,99.0,10,15.0
5,18,180,20,10.519317191919011,22.640885522725107,B-A,99.0,10,15.0
6,18,180,20,10.519317191919011,22.640885522725107,B-A,99.0,10,15.0
7,17,180,20,10.493366645254671,22.579901293180846,B-A,99.0,10,15.0
8,18,180,20,10.519317191919011,22.640885522725107,B-A,99.0,10,15.0
9,19,180,20,10.545593533160007,22.703443718697773,B-A,99.0,10,15.0
10,20,180,20,10.572201842985878,22.767582725003365,B-A,99.0,10,17.5
11,20,180,20,10.572201842985878,22.767582725003365,B-A,99.0,10,17.5
12,21,180,20,10.59914845239824,22.83330989737194,B-A,99.0,10,17.5
13,22,180,20,10.62643985441408,22.900633102817398,B-A,99.0,10,17.5
14,24,180,20,10.682083849899868,23.040101639187576,B-A,99.0,10,17.5
15,25,180,20,10.710450287448008,23.11226526571449,B-A,99.0,10,17.5
16,26,180,20,10.739189217239645,23.18606152043388,B-A,99.0,10,17.5
17,26,180,20,10.739189217239645,23.18606152043388,B-A,99.0,10,17.5
18,26,180,20,10.739189217239645,23.18606152043388,B-A,99.0,10,17.5
19,25,180,20,10.710450287448008,23.11226526571449,B-A,99.0,10,17.5
20,24,180,20,10.682083849899868,23.040101639187576,B-A,99.0,10,17.5
21,22,180,20,10.62643985441408,22.900633102817398,B-A,99.0,10,17.5
22,21,180,20,10.59914845239824,22.83330989737194,B-A,99.0,10,17.5
23,20,180,20,10.572201842985878,22.767582725003365,B-A,99.0,10,17.5
0,23,360,20,9.666758526767072,21.42320428618868,A-B,99.5,10,15.0
1,22,360,20,9.68340017504966,21.41995228314098,A-B,99.5,10,15.0
2,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
3,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
4,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
5,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
6,20,360,20,9.717186985341609,21.418943378451452,A-B,99.5,10,15.0
7,20,360,20,9.717186985341609,21.418943378451452,A-B,99.5,10,15.0
8,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
9,21,360,20,9.700208819130312,21.41854057985408,A-B,99.5,10,15.0
10,22,360,20,9.68340017504966,21.41995228314098,A-B,99.5,10,15.0
11,23,360,20,9.666758526767072,21.42320428618868,A-B,99.5,10,15.0
12,24,360,20,9.650281397900635,21.428324003557606,A-B,99.5,10,15.0
13,25,360,20,9.633966360790652,21.435340549516624,A-B,99.5,10,15.0
14,26,360,20,9.617811035307252,21.44428482686742,A-B,99.5,10,15.0
15,27,360,20,9.601813087692864,21.45518962202393,A-B,99.5,10,15.0
16,28,360,20,9.585970229438342,21.468089706844005,A-B,99.5,10,15.0
17,29,360,20,9.570280216191623,21.48302194775738,A-B,99.5,10,15.0
18,29,360,20,9.570280216191623,21.48302194775738,A-B,99.5,10,15.0
19,28,360,20,9.585970229438342,21.468089706844005,A-B,99.5,10,15.0
20,26,360,20,9.617811035307252,21.44428482686742,A-B,99.5,10,15.0
21,25,360,20,9.633966360790652,21.435340549516624,A-B,99.5,10,15.0
22,24,360,20,9.650281397900635,21.428324003557606,A-B,99.5,10,15.0
23,23,360,20,9.666758526767072,21.42320428618868,A-B,99.5,10,15.0
0,23,180,20,10.654082709281774,22.969560719814186,B-A,99.5,10,17.5
1,22,180,20,10.62643985441408,22.900633102817398,B-A,99.5,10,17.5
2,21,180,20,10.59914845239824,22.83330989737194,B-A,99.5,10,17.5
3,21,180,20,10.59914845239824,22.83330989737194,B-A,99.5,10,17.5
4,21,180,20,10.59914845239824,22.83330989737194,B-A,99.5,10,17.5
5,21,180,20,10.59914845239824,22.83330989737194,B-A,99.5,10,17.5
