schedule,od
4.46429043647754,LAX_DTLA
6.326862130833661,LAX_DTLA
8.81889506487687,LAX_DTLA
12.385096383741484,LAX_DTLA
13.231579821839887,LAX_DTLA
19.093962323723645,LAX_DTLA
23.46201466625439,LAX_DTLA
25.39806109054689,LAX_DTLA
29.591176446284408,LAX_DTLA
35.87395156400521,LAX_DTLA
48.66038834488686,LAX_DTLA
53.09811241859931,LAX_DTLA
54.84622411756939,LAX_DTLA
57.31507772420373,LAX_DTLA
66.91494288782204,LAX_DTLA
72.24458592619362,LAX_DTLA
79.45050994117807,LAX_DTLA
82.65602340544072,LAX_DTLA
99.23184825694075,LAX_DTLA
122.16823365582472,LAX_DTLA
147.5855026061598,LAX_DTLA
150.74209787998228,LAX_DTLA
156.54199637635014,LAX_DTLA
288.2957564689213,LAX_DTLA
309.54921333441433,LAX_DTLA
323.940693877848,LAX_DTLA
327.6386349987956,LAX_DTLA
333.8352658178926,LAX_DTLA
352.0903836531058,LAX_DTLA
357.2436606247282,LAX_DTLA
365.89548965442395,LAX_DTLA
376.33654138459406,LAX_DTLA
391.5557185720637,LAX_DTLA
398.585040383643,LAX_DTLA
407.26481790333014,LAX_DTLA
412.5192718449259,LAX_DTLA
419.6156385507624,LAX_DTLA
421.3849292015543,LAX_DTLA
429.60843390295196,LAX_DTLA
433.4084081451679,LAX_DTLA
436.97460946522517,LAX_DTLA
439.41039728115624,LAX_DTLA
448.11913264641663,LAX_DTLA
451.5050448153407,LAX_DTLA
455.5988916451578,LAX_DTLA
460.6599960150092,LAX_DTLA
462.30709813927774,LAX_DTLA
464.39595114009563,LAX_DTLA
468.1504374768212,LAX_DTLA
469.6277764612054,LAX_DTLA
471.23531254547794,LAX_DTLA
477.07066575356816,LAX_DTLA
479.5728089523823,LAX_DTLA
482.4530025257071,LAX_DTLA
483.69430383822544,LAX_DTLA
486.9069816483114,LAX_DTLA
489.7112048696462,LAX_DTLA
494.7301301750109,LAX_DTLA
495.73638334181373,LAX_DTLA
496.94699277742916,LAX_DTLA
502.3589425875862,LAX_DTLA
510.81795433151,LAX_DTLA
518.3593283067468,LAX_DTLA
524.076228143222,LAX_DTLA
527.7252431714788,LAX_DTLA
531.1789869256924,LAX_DTLA
532.0998918556639,LAX_DTLA
535.0158866004164,LAX_DTLA
538.2017034309868,LAX_DTLA
543.2047224475525,LAX_DTLA
544.5881410260708,LAX_DTLA
546.1292419434976,LAX_DTLA
549.7180786674948,LAX_DTLA
552.7291426856793,LAX_DTLA
556.1892635923696,LAX_DTLA
557.1877777704916,LAX_DTLA
558.8708099308004,LAX_DTLA
561.6905886709285,LAX_DTLA
567.1977110004689,LAX_DTLA
570.516776263383,LAX_DTLA
572.1647279524587,LAX_DTLA
573.7355827314648,LAX_DTLA
576.733999698268,LAX_DTLA
579.7095965440723,LAX_DTLA
584.1113894186686,LAX_DTLA
588.1721464079175,LAX_DTLA
588.9613406808112,LAX_DTLA
589.1952090565716,LAX_DTLA
591.2086280617167,LAX_DTLA
591.5190247873998,LAX_DTLA
597.8815297504767,LAX_DTLA
600.2988056485971,LAX_DTLA
601.770754153802,LAX_DTLA
605.6624622790715,LAX_DTLA
607.6212455293891,LAX_DTLA
611.9191275938678,LAX_DTLA
615.216737477661,LAX_DTLA
617.2344649149462,LAX_DTLA
620.9253131528011,LAX_DTLA
624.2687897859157,LAX_DTLA
627.588668275551,LAX_DTLA
630.3415753037285,LAX_DTLA
631.6281615658938,LAX_DTLA
632.2225029416048,LAX_DTLA
634.8960758965794,LAX_DTLA
636.0139518738936,LAX_DTLA
637.624122753482,LAX_DTLA
639.7150710356782,LAX_DTLA
641.7204119502762,LAX_DTLA
643.808214751137,LAX_DTLA
645.7759388558769,LAX_DTLA
646.5967223432614,LAX_DTLA
649.283846856386,LAX_DTLA
650.6524965557217,LAX_DTLA
653.2367606519822,LAX_DTLA
654.0108231355018,LAX_DTLA
658.8680196885543,LAX_DTLA
661.920411189983,LAX_DTLA
663.0552881964156,LAX_DTLA
666.1760572005923,LAX_DTLA
667.9114396465951,LAX_DTLA
671.4643530380811,LAX_DTLA
675.8896321601602,LAX_DTLA
679.7186143668304,LAX_DTLA
680.811206420049,LAX_DTLA
681.1251288034645,LAX_DTLA
681.2944252198869,LAX_DTLA
681.9591938089723,LAX_DTLA
683.0208944428118,LAX_DTLA
684.5091059589465,LAX_DTLA
685.9887509541701,LAX_DTLA
687.6253521828068,LAX_DTLA
689.0824860888547,LAX_DTLA
690.9682525938282,LAX_DTLA
692.1957386188363,LAX_DTLA
693.8661836255831,LAX_DTLA
695.4997435427524,LAX_DTLA
700.8482616347695,LAX_DTLA
701.297653883738,LAX_DTLA
709.8494551244306,LAX_DTLA
713.5626986781717,LAX_DTLA
715.5309556837763,LAX_DTLA
718.5437919701783,LAX_DTLA
720.2822302104112,LAX_DTLA
725.724293534899,LAX_DTLA
728.3637940300395,LAX_DTLA
729.0130708719857,LAX_DTLA
730.8003623039792,LAX_DTLA
731.5452761845656,LAX_DTLA
732.5441225108699,LAX_DTLA
734.5582090037741,LAX_DTLA
734.9831442661573,LAX_DTLA
736.2367083195194,LAX_DTLA
742.584815173941,LAX_DTLA
749.7721399444492,LAX_DTLA
751.1041792267972,LAX_DTLA
754.3328905774538,LAX_DTLA
758.6875960705571,LAX_DTLA
761.3376335700366,LAX_DTLA
763.3368382373884,LAX_DTLA
764.8651276903425,LAX_DTLA
767.3044101377035,LAX_DTLA
770.6820306294843,LAX_DTLA
775.8911727907023,LAX_DTLA
776.909023442931,LAX_DTLA
779.3957164921814,LAX_DTLA
782.348984345258,LAX_DTLA
784.1876844680656,LAX_DTLA
786.2098294050298,LAX_DTLA
791.9983453515212,LAX_DTLA
797.9671447053962,LAX_DTLA
800.7241641313236,LAX_DTLA
802.4239178759929,LAX_DTLA
805.8353164023823,LAX_DTLA
810.9397453581917,LAX_DTLA
818.1824900948783,LAX_DTLA
820.615771736349,LAX_DTLA
823.8967714042211,LAX_DTLA
824.555018725361,LAX_DTLA
826.4299642047698,LAX_DTLA
827.5954919914981,LAX_DTLA
828.5736033661931,LAX_DTLA
829.3728710014149,LAX_DTLA
829.6501078342434,LAX_DTLA
830.455161443358,LAX_DTLA
833.412430255017,LAX_DTLA
835.4996212146947,LAX_DTLA
836.3281898776112,LAX_DTLA
838.7847120464588,LAX_DTLA
844.1544978082225,LAX_DTLA
855.1067156247731,LAX_DTLA
860.8685341898615,LAX_DTLA
865.5245640461521,LAX_DTLA
870.6152502267141,LAX_DTLA
872.5278031262958,LAX_DTLA
875.3429978917208,LAX_DTLA
876.3544327255995,LAX_DTLA
881.1438761099292,LAX_DTLA
882.3534835059647,LAX_DTLA
882.7443813206314,LAX_DTLA
885.5058500900153,LAX_DTLA
887.4370763678148,LAX_DTLA
891.2730819268562,LAX_DTLA
897.8985452738809,LAX_DTLA
901.1003031814334,LAX_DTLA
904.6482833704932,LAX_DTLA
905.466363530917,LAX_DTLA
908.018204740332,LAX_DTLA
911.0410259485735,LAX_DTLA
915.6792715471815,LAX_DTLA
920.7503895811191,LAX_DTLA
926.1142224383259,LAX_DTLA
932.6119663639948,LAX_DTLA
935.1871581850269,LAX_DTLA
938.6054570474852,LAX_DTLA
944.6402372471279,LAX_DTLA
947.1666606991976,LAX_DTLA
952.5347987279032,LAX_DTLA
954.7376758321348,LAX_DTLA
956.9429974999756,LAX_DTLA
958.1874115314488,LAX_DTLA
960.5192080880178,LAX_DTLA
967.9689121641095,LAX_DTLA
971.7947211675668,LAX_DTLA
972.6143886119887,LAX_DTLA
974.7463539549715,LAX_DTLA
975.9376657629166,LAX_DTLA
976.6302258856676,LAX_DTLA
977.7156956845273,LAX_DTLA
979.2750232524311,LAX_DTLA
980.8681229708725,LAX_DTLA
981.8670800092574,LAX_DTLA
983.3823337777399,LAX_DTLA
985.8787678506146,LAX_DTLA
988.3538747974724,LAX_DTLA
989.7615097661496,LAX_DTLA
992.6998866048269,LAX_DTLA
994.3566634970268,LAX_DTLA
997.3522076818214,LAX_DTLA
998.8159721291723,LAX_DTLA
1001.050820253745,LAX_DTLA
1002.3127118341586,LAX_DTLA
1005.4892962175886,LAX_DTLA
1007.6776852517484,LAX_DTLA
1012.6938454716461,LAX_DTLA
1013.3585235631566,LAX_DTLA
1015.3850112750159,LAX_DTLA
1016.3776054274806,LAX_DTLA
1019.4375417363736,LAX_DTLA
1023.8997925344257,LAX_DTLA
1025.2357295783768,LAX_DTLA
1028.9258020800658,LAX_DTLA
1031.17456747403,LAX_DTLA
1032.454174029993,LAX_DTLA
1033.1574768116598,LAX_DTLA
1035.9918281468676,LAX_DTLA
1036.832036301337,LAX_DTLA
1038.1099955473394,LAX_DTLA
1038.656147451674,LAX_DTLA
1039.296825474825,LAX_DTLA
1040.1824265578987,LAX_DTLA
1040.8496435183313,LAX_DTLA
1042.6539575183592,LAX_DTLA
1044.3546529459175,LAX_DTLA
1044.8782201682075,LAX_DTLA
1047.461310346892,LAX_DTLA
1050.0647308941648,LAX_DTLA
1054.9911595661472,LAX_DTLA
1060.4867540804476,LAX_DTLA
1062.7085783280284,LAX_DTLA
1063.8156379707268,LAX_DTLA
1065.7429749095234,LAX_DTLA
1067.6172139539642,LAX_DTLA
1069.0840231119937,LAX_DTLA
1072.597069477168,LAX_DTLA
1076.4433995964614,LAX_DTLA
1077.5731702443197,LAX_DTLA
1080.2814298189323,LAX_DTLA
1082.8760075617167,LAX_DTLA
1086.5396201425995,LAX_DTLA
1088.4599230648364,LAX_DTLA
1089.8114878704314,LAX_DTLA
1091.146792843241,LAX_DTLA
1091.8524069619282,LAX_DTLA
1092.5042366273908,LAX_DTLA
1094.7005053520575,LAX_DTLA
1097.3002774475199,LAX_DTLA
1097.883100921042,LAX_DTLA
1098.4243181883674,LAX_DTLA
1099.9016082563123,LAX_DTLA
1105.5786412289342,LAX_DTLA
1111.1929202834435,LAX_DTLA
1113.4017448824673,LAX_DTLA
1115.1857809897642,LAX_DTLA
1117.3228331462378,LAX_DTLA
1118.6831415248216,LAX_DTLA
1120.6275046737885,LAX_DTLA
1121.25530502514,LAX_DTLA
1122.042464552739,LAX_DTLA
1123.049616427083,LAX_DTLA
1123.9683127286014,LAX_DTLA
1125.1233601602291,LAX_DTLA
