origin_vertiport_id,destination_vertiport_id,aircraft_pushback_time,soc,tail_number,aircraft_pushback_datetime
LAX,DTLA,62100,55.0,,17:15:00
LAX,DTLA,62100,82.5,,17:15:00
LAX,DTLA,62400,45.0,,17:20:00
DTLA,LAX,62400,32.5,,17:20:00
DTLA,LAX,62400,32.5,,17:20:00
DTLA,LAX,62400,32.5,,17:20:00
DTLA,LAX,62400,67.5,,17:20:00
LAX,DTLA,62400,75.0,,17:20:00
LAX,DTLA,62400,75.0,,17:20:00
LAX,DTLA,62700,95.0,,17:25:00
LAX,DTLA,62700,75.0,,17:25:00
DTLA,LAX,63000,72.5,,17:30:00
DTLA,LAX,63000,50.0,,17:30:00
LAX,DTLA,63000,87.5,,17:30:00
LAX,DTLA,63600,42.5,,17:40:00
LAX,DTLA,63600,65.0,,17:40:00
DTLA,LAX,63600,70.0,,17:40:00
DTLA,LAX,63600,77.5,,17:40:00
LAX,DTLA,63600,45.0,,17:40:00
LAX,DTLA,63600,72.5,,17:40:00
DTLA,LAX,63900,50.0,,17:45:00
DTLA,LAX,63900,75.0,,17:45:00
DTLA,LAX,63900,75.0,,17:45:00
LAX,DTLA,63900,47.5,,17:45:00
DTLA,LAX,64200,35.0,,17:50:00
LAX,DTLA,64200,70.0,,17:50:00
LAX,DTLA,64200,60.0,,17:50:00
DTLA,LAX,64500,67.5,,17:55:00
LAX,DTLA,64500,67.5,,17:55:00
LAX,DTLA,64500,67.5,,17:55:00
LAX,DTLA,64500,67.5,,17:55:00
LAX,DTLA,64500,42.5,,17:55:00
DTLA,LAX,64800,47.5,,18:00:00
LAX,DTLA,65100,37.5,,18:05:00
DTLA,LAX,65100,57.5,,18:05:00
DTLA,LAX,65100,50.0,,18:05:00
DTLA,LAX,65100,57.5,,18:05:00
DTLA,LAX,65100,57.5,,18:05:00
LAX,DTLA,65400,40.0,,18:10:00
LAX,DTLA,65700,42.5,,18:15:00
DTLA,LAX,65700,27.5,,18:15:00
DTLA,LAX,65700,50.0,,18:15:00
DTLA,LAX,65700,77.5,,18:15:00
DTLA,LAX,65700,77.5,,18:15:00
LAX,DTLA,66000,50.0,,18:20:00
LAX,DTLA,66000,50.0,,18:20:00
LAX,DTLA,66000,50.0,,18:20:00
DTLA,LAX,66000,30.0,,18:20:00
DTLA,LAX,66000,97.5,,18:20:00
LAX,DTLA,66300,70.0,,18:25:00
LAX,DTLA,66300,70.0,,18:25:00
LAX,DTLA,66300,77.5,,18:25:00
DTLA,LAX,66600,40.0,,18:30:00
DTLA,LAX,66600,87.5,,18:30:00
LAX,DTLA,66600,90.0,,18:30:00
DTLA,LAX,66900,67.5,,18:35:00
LAX,DTLA,66900,45.0,,18:35:00
DTLA,LAX,67200,80.0,,18:40:00
LAX,DTLA,67200,32.5,,18:40:00
LAX,DTLA,67500,60.0,,18:45:00
DTLA,LAX,67500,55.0,,18:45:00
LAX,DTLA,67800,82.5,,18:50:00
DTLA,LAX,67800,85.0,,18:50:00
DTLA,LAX,68100,50.0,,18:55:00
DTLA,LAX,68100,62.5,,18:55:00
LAX,DTLA,68100,55.0,,18:55:00
LAX,DTLA,68100,55.0,,18:55:00
LAX,DTLA,68400,47.5,,19:00:00
DTLA,LAX,68700,45.0,,19:05:00
DTLA,LAX,68700,45.0,,19:05:00
LAX,DTLA,68700,82.5,,19:05:00
LAX,DTLA,69000,45.0,,19:10:00
DTLA,LAX,69000,87.5,,19:10:00
DTLA,LAX,69000,87.5,,19:10:00
DTLA,LAX,69300,72.5,,19:15:00
LAX,DTLA,69300,37.5,,19:15:00
DTLA,LAX,69300,42.5,,19:15:00
LAX,DTLA,69600,80.0,,19:20:00
LAX,DTLA,69600,80.0,,19:20:00
DTLA,LAX,69600,62.5,,19:20:00
LAX,DTLA,69900,45.0,,19:25:00
DTLA,LAX,69900,42.5,,19:25:00
LAX,DTLA,69900,65.0,,19:25:00
DTLA,LAX,69900,80.0,,19:25:00
LAX,DTLA,70200,35.0,,19:30:00
LAX,DTLA,70200,80.0,,19:30:00
DTLA,LAX,70200,70.0,,19:30:00
DTLA,LAX,70200,70.0,,19:30:00
DTLA,LAX,70200,75.0,,19:30:00
DTLA,LAX,70500,47.5,,19:35:00
LAX,DTLA,70500,35.0,,19:35:00
DTLA,LAX,70800,45.0,,19:40:00
LAX,DTLA,70800,67.5,,19:40:00
LAX,DTLA,70800,62.5,,19:40:00
DTLA,LAX,71100,37.5,,19:45:00
DTLA,LAX,71100,67.5,,19:45:00
LAX,DTLA,71100,40.0,,19:45:00
LAX,DTLA,71100,75.0,,19:45:00
LAX,DTLA,71400,72.5,,19:50:00
LAX,DTLA,71400,80.0,,19:50:00
DTLA,LAX,71400,95.0,,19:50:00
DTLA,LAX,71400,57.5,,19:50:00
DTLA,LAX,71400,35.0,,19:50:00
LAX,DTLA,71700,97.5,,19:55:00
LAX,DTLA,72000,60.0,,20:00:00
LAX,DTLA,72000,50.0,,20:00:00
DTLA,LAX,72000,85.0,,20:00:00
DTLA,LAX,72300,70.0,,20:05:00
LAX,DTLA,72300,87.5,,20:05:00
LAX,DTLA,72300,50.0,,20:05:00
DTLA,LAX,72300,70.0,,20:05:00
LAX,DTLA,72600,77.5,,20:10:00
LAX,DTLA,72600,50.0,,20:10:00
DTLA,LAX,72600,70.0,,20:10:00
LAX,DTLA,72900,62.5,,20:15:00
LAX,DTLA,72900,67.5,,20:15:00
LAX,DTLA,72900,62.5,,20:15:00
DTLA,LAX,72900,40.0,,20:15:00
DTLA,LAX,73200,67.5,,20:20:00
DTLA,LAX,73200,85.0,,20:20:00
LAX,DTLA,73200,62.5,,20:20:00
DTLA,LAX,73500,82.5,,20:25:00
DTLA,LAX,73500,52.5,,20:25:00
LAX,DTLA,73500,32.5,,20:25:00
LAX,DTLA,73800,77.5,,20:30:00
DTLA,LAX,73800,67.5,,20:30:00
LAX,DTLA,74100,62.5,,20:35:00
DTLA,LAX,74100,67.5,,20:35:00
DTLA,LAX,74100,62.5,,20:35:00
LAX,DTLA,74100,45.0,,20:35:00
LAX,DTLA,74400,60.0,,20:40:00
LAX,DTLA,74400,75.0,,20:40:00
DTLA,LAX,74400,77.5,,20:40:00
DTLA,LAX,74400,77.5,,20:40:00
DTLA,LAX,74400,52.5,,20:40:00
DTLA,LAX,74700,97.5,,20:45:00
DTLA,LAX,74700,52.5,,20:45:00
LAX,DTLA,75000,45.0,,20:50:00
LAX,DTLA,75000,70.0,,20:50:00
LAX,DTLA,75000,70.0,,20:50:00
DTLA,LAX,75000,77.5,,20:50:00
DTLA,LAX,75000,65.0,,20:50:00
DTLA,LAX,75000,75.0,,20:50:00
DTLA,LAX,75300,55.0,,20:55:00
LAX,DTLA,75300,72.5,,20:55:00
DTLA,LAX,75300,55.0,,20:55:00
DTLA,LAX,75300,55.0,,20:55:00
LAX,DTLA,75300,45.0,,20:55:00
LAX,DTLA,75600,70.0,,21:00:00
DTLA,LAX,75600,35.0,,21:00:00
DTLA,LAX,75600,60.0,,21:00:00
DTLA,LAX,75600,60.0,,21:00:00
DTLA,LAX,75900,62.5,,21:05:00
LAX,DTLA,75900,72.5,,21:05:00
LAX,DTLA,75900,72.5,,21:05:00
LAX,DTLA,75900,47.5,,21:05:00
DTLA,LAX,76200,60.0,,21:10:00
DTLA,LAX,76200,35.0,,21:10:00
LAX,DTLA,76200,52.5,,21:10:00
LAX,DTLA,76200,52.5,,21:10:00
LAX,DTLA,76200,50.0,,21:10:00
LAX,DTLA,76200,50.0,,21:10:00
DTLA,LAX,76500,37.5,,21:15:00
LAX,DTLA,76800,32.5,,21:20:00
DTLA,LAX,76800,65.0,,21:20:00
LAX,DTLA,76800,77.5,,21:20:00
LAX,DTLA,77100,70.0,,21:25:00
DTLA,LAX,77100,45.0,,21:25:00
DTLA,LAX,77100,70.0,,21:25:00
LAX,DTLA,77100,55.0,,21:25:00
DTLA,LAX,77400,55.0,,21:30:00
LAX,DTLA,77400,42.5,,21:30:00
LAX,DTLA,77400,57.5,,21:30:00
LAX,DTLA,77400,97.5,,21:30:00
DTLA,LAX,77400,55.0,,21:30:00
DTLA,LAX,77400,55.0,,21:30:00
LAX,DTLA,77700,37.5,,21:35:00
DTLA,LAX,77700,60.0,,21:35:00
LAX,DTLA,78000,47.5,,21:40:00
LAX,DTLA,78000,47.5,,21:40:00
LAX,DTLA,78000,47.5,,21:40:00
DTLA,LAX,78000,87.5,,21:40:00
DTLA,LAX,78300,82.5,,21:45:00
DTLA,LAX,78300,45.0,,21:45:00
LAX,DTLA,78300,52.5,,21:45:00
DTLA,LAX,78600,37.5,,21:50:00
DTLA,LAX,78600,55.0,,21:50:00
DTLA,LAX,78600,37.5,,21:50:00
LAX,DTLA,78600,80.0,,21:50:00
DTLA,LAX,78900,47.5,,21:55:00
LAX,DTLA,78900,75.0,,21:55:00
LAX,DTLA,78900,75.0,,21:55:00
DTLA,LAX,78900,65.0,,21:55:00
LAX,DTLA,79200,30.0,,22:00:00
LAX,DTLA,79200,85.0,,22:00:00
DTLA,LAX,79200,55.0,,22:00:00
DTLA,LAX,79200,70.0,,22:00:00
DTLA,LAX,79500,65.0,,22:05:00
DTLA,LAX,79500,65.0,,22:05:00
LAX,DTLA,79500,55.0,,22:05:00
LAX,DTLA,79500,55.0,,22:05:00
LAX,DTLA,79800,40.0,,22:10:00
LAX,DTLA,79800,40.0,,22:10:00
LAX,DTLA,79800,62.5,,22:10:00
DTLA,LAX,79800,77.5,,22:10:00
DTLA,LAX,80100,45.0,,22:15:00
LAX,DTLA,80100,55.0,,22:15:00
LAX,DTLA,80100,57.5,,22:15:00
DTLA,LAX,80100,45.0,,22:15:00
DTLA,LAX,80100,77.5,,22:15:00
LAX,DTLA,80100,57.5,,22:15:00
LAX,DTLA,80400,70.0,,22:20:00
DTLA,LAX,80400,30.0,,22:20:00
DTLA,LAX,80400,30.0,,22:20:00
DTLA,LAX,80700,77.5,,22:25:00
DTLA,LAX,80700,45.0,,22:25:00
LAX,DTLA,80700,70.0,,22:25:00
LAX,DTLA,81000,42.5,,22:30:00
LAX,DTLA,81000,42.5,,22:30:00
DTLA,LAX,81000,60.0,,22:30:00
DTLA,LAX,81000,57.5,,22:30:00
DTLA,LAX,81300,60.0,,22:35:00
LAX,DTLA,81300,70.0,,22:35:00
DTLA,LAX,81300,60.0,,22:35:00
LAX,DTLA,81300,37.5,,22:35:00
LAX,DTLA,81300,82.5,,22:35:00
LAX,DTLA,81600,50.0,,22:40:00
LAX,DTLA,81600,40.0,,22:40:00
LAX,DTLA,81600,40.0,,22:40:00
DTLA,LAX,81600,32.5,,22:40:00
DTLA,LAX,81600,57.5,,22:40:00
DTLA,LAX,81600,32.5,,22:40:00
LAX,DTLA,81600,52.5,,22:40:00
LAX,DTLA,81900,52.5,,22:45:00
DTLA,LAX,81900,72.5,,22:45:00
DTLA,LAX,81900,60.0,,22:45:00
DTLA,LAX,81900,27.5,,22:45:00
LAX,DTLA,81900,52.5,,22:45:00
DTLA,LAX,81900,72.5,,22:45:00
DTLA,LAX,82200,30.0,,22:50:00
LAX,DTLA,82200,50.0,,22:50:00
DTLA,LAX,82500,30.0,,22:55:00
DTLA,LAX,82500,42.5,,22:55:00
LAX,DTLA,82500,65.0,,22:55:00
LAX,DTLA,82500,65.0,,22:55:00
LAX,DTLA,82500,30.0,,22:55:00
LAX,DTLA,82800,52.5,,23:00:00
DTLA,LAX,82800,45.0,,23:00:00
LAX,DTLA,82800,32.5,,23:00:00
LAX,DTLA,83100,40.0,,23:05:00
DTLA,LAX,83100,45.0,,23:05:00
LAX,DTLA,83400,42.5,,23:10:00
DTLA,LAX,83400,42.5,,23:10:00
DTLA,LAX,83400,32.5,,23:10:00
DTLA,LAX,83700,30.0,,23:15:00
LAX,DTLA,83700,47.5,,23:15:00
DTLA,LAX,83700,77.5,,23:15:00
DTLA,LAX,84000,67.5,,23:20:00
DTLA,LAX,84000,67.5,,23:20:00
LAX,DTLA,84000,47.5,,23:20:00
LAX,DTLA,84300,47.5,,23:25:00
DTLA,LAX,84600,47.5,,23:30:00
LAX,DTLA,84600,37.5,,23:30:00
DTLA,LAX,84900,50.0,,23:35:00
LAX,DTLA,84900,60.0,,23:35:00
LAX,DTLA,84900,60.0,,23:35:00
DTLA,LAX,84900,50.0,,23:35:00
DTLA,LAX,85200,27.5,,23:40:00
LAX,DTLA,85200,77.5,,23:40:00
LAX,DTLA,85200,40.0,,23:40:00
DTLA,LAX,85500,50.0,,23:45:00
LAX,DTLA,85500,85.0,,23:45:00
LAX,DTLA,85500,45.0,,23:45:00
DTLA,LAX,85800,55.0,,23:50:00
LAX,DTLA,85800,47.5,,23:50:00
DTLA,LAX,85800,55.0,,23:50:00
DTLA,LAX,86100,35.0,,23:55:00
DTLA,LAX,86100,75.0,,23:55:00
LAX,DTLA,86400,52.5,,24:00:00
LAX,DTLA,86400,47.5,,24:00:00
LAX,DTLA,86400,30.0,,24:00:00
LAX,DTLA,86400,47.5,,24:00:00
DTLA,LAX,86400,37.5,,24:00:00
