vertiport_id,init_soc,target_soc,charging_start_time,process,location,charging_start_time_datetime
DTLA,25.0,32.5,78000,CHARGING,,21:40:00
LAX,20.0,30.0,78300,CHARGING,,21:45:00
DTLA,20.0,22.5,78300,CHARGING,,21:45:00
LAX,22.5,30.0,78600,CHARGING,,21:50:00
DTLA,22.5,42.5,78600,CHARGING,,21:50:00
DTLA,30.0,35.0,78600,CHARGING,,21:50:00
DTLA,32.5,35.0,78600,CHARGING,,21:50:00
LAX,37.5,52.5,78900,CHARGING,,21:55:00
DTLA,25.0,30.0,79200,CHARGING,,22:00:00
DTLA,25.0,30.0,79200,CHARGING,,22:00:00
DTLA,27.5,37.5,79800,CHARGING,,22:10:00
DTLA,27.5,40.0,79800,CHARGING,,22:10:00
LAX,20.0,40.0,80100,CHARGING,,22:15:00
LAX,20.0,32.5,80700,CHARGING,,22:25:00
LAX,20.0,32.5,80700,CHARGING,,22:25:00
DTLA,20.0,22.5,80700,CHARGING,,22:25:00
DTLA,20.0,25.0,80700,CHARGING,,22:25:00
LAX,20.0,27.5,81000,CHARGING,,22:30:00
LAX,25.0,30.0,81300,CHARGING,,22:35:00
LAX,32.5,37.5,81300,CHARGING,,22:35:00
DTLA,22.5,27.5,81300,CHARGING,,22:35:00
LAX,20.0,32.5,81600,CHARGING,,22:40:00
DTLA,22.5,47.5,82200,CHARGING,,22:50:00
LAX,22.5,27.5,82200,CHARGING,,22:50:00
LAX,22.5,27.5,82200,CHARGING,,22:50:00
LAX,22.5,27.5,82200,CHARGING,,22:50:00
DTLA,30.0,40.0,82200,CHARGING,,22:50:00
DTLA,22.5,27.5,82200,CHARGING,,22:50:00
LAX,22.5,27.5,82500,CHARGING,,22:55:00
LAX,22.5,27.5,82500,CHARGING,,22:55:00
DTLA,25.0,50.0,82500,CHARGING,,22:55:00
DTLA,37.5,42.5,82500,CHARGING,,22:55:00
LAX,27.5,32.5,82800,CHARGING,,23:00:00
DTLA,27.5,35.0,82800,CHARGING,,23:00:00
DTLA,22.5,25.0,83100,CHARGING,,23:05:00
DTLA,22.5,35.0,83100,CHARGING,,23:05:00
LAX,32.5,40.0,83100,CHARGING,,23:05:00
DTLA,22.5,25.0,83100,CHARGING,,23:05:00
LAX,22.5,25.0,83100,CHARGING,,23:05:00
LAX,35.0,37.5,83400,CHARGING,,23:10:00
DTLA,22.5,25.0,83400,CHARGING,,23:10:00
LAX,37.5,57.5,83700,CHARGING,,23:15:00
LAX,37.5,57.5,83700,CHARGING,,23:15:00
DTLA,22.5,25.0,84000,CHARGING,,23:20:00
LAX,20.0,32.5,84000,CHARGING,,23:20:00
LAX,20.0,32.5,84000,CHARGING,,23:20:00
LAX,20.0,27.5,84000,CHARGING,,23:20:00
DTLA,20.0,37.5,84000,CHARGING,,23:20:00
LAX,20.0,22.5,84300,CHARGING,,23:25:00
DTLA,25.0,30.0,84600,CHARGING,,23:30:00
LAX,22.5,25.0,84600,CHARGING,,23:30:00
LAX,32.5,40.0,84600,CHARGING,,23:30:00
LAX,32.5,40.0,84600,CHARGING,,23:30:00
DTLA,25.0,30.0,84600,CHARGING,,23:30:00
LAX,30.0,42.5,84900,CHARGING,,23:35:00
DTLA,25.0,30.0,84900,CHARGING,,23:35:00
DTLA,37.5,45.0,84900,CHARGING,,23:35:00
DTLA,22.5,27.5,85200,CHARGING,,23:40:00
DTLA,27.5,45.0,85500,CHARGING,,23:45:00
DTLA,20.0,30.0,85500,CHARGING,,23:45:00
LAX,45.0,52.5,85800,CHARGING,,23:50:00
LAX,25.0,32.5,85800,CHARGING,,23:50:00
DTLA,20.0,35.0,86100,CHARGING,,23:55:00
LAX,40.0,47.5,86100,CHARGING,,23:55:00
DTLA,20.0,35.0,86100,CHARGING,,23:55:00
LAX,25.0,27.5,87000,CHARGING,,24:10:00
LAX,32.5,50.0,87000,CHARGING,,24:10:00
LAX,57.5,60.0,87000,CHARGING,,24:10:00
DTLA,35.0,37.5,87000,CHARGING,,24:10:00
DTLA,35.0,37.5,87000,CHARGING,,24:10:00
LAX,47.5,52.5,87000,CHARGING,,24:10:00
