date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-18,0,120,45,50.0,45,50.0
2015-01-18,1,120,45,50.0,45,50.0
2015-01-18,2,120,45,50.0,45,50.0
2015-01-18,3,120,45,50.0,45,50.0
2015-01-18,4,120,45,50.0,45,50.0
2015-01-18,5,120,45,50.0,45,50.0
2015-01-18,6,120,45,50.0,45,50.0
2015-01-18,7,120,45,50.0,45,50.0
2015-01-18,8,120,45,50.0,45,50.0
2015-01-18,9,120,45,50.0,45,50.0
2015-01-18,10,120,45,50.0,45,50.0
2015-01-18,11,120,45,50.0,45,50.0
2015-01-18,12,120,45,50.0,45,50.0
2015-01-18,13,120,45,50.0,45,50.0
2015-01-18,14,120,45,50.0,45,50.0
2015-01-18,15,120,45,50.0,45,50.0
2015-01-18,16,120,45,50.0,45,50.0
2015-01-18,17,120,45,50.0,45,50.0
2015-01-18,18,120,45,50.0,45,50.0
2015-01-18,19,120,45,50.0,45,50.0
2015-01-18,20,120,45,50.0,45,50.0
2015-01-18,21,120,45,50.0,45,50.0
2015-01-18,22,120,45,50.0,45,50.0
2015-01-18,23,120,45,50.0,45,50.0
2015-03-21,0,120,50,55.0,40,45.0
2015-03-21,1,120,50,55.0,40,45.0
2015-03-21,2,120,50,55.0,40,45.0
2015-03-21,3,120,50,55.0,40,45.0
2015-03-21,4,120,50,55.0,40,45.0
2015-03-21,5,120,50,55.0,40,45.0
2015-03-21,6,120,50,57.5,40,45.0
2015-03-21,7,120,50,57.5,40,45.0
2015-03-21,8,120,50,57.5,40,45.0
2015-03-21,9,120,50,57.5,40,45.0
2015-03-21,10,120,50,57.5,40,45.0
2015-03-21,11,120,50,57.5,40,45.0
2015-03-21,12,120,45,50.0,45,50.0
2015-03-21,13,120,45,50.0,45,50.0
2015-03-21,14,120,45,50.0,45,50.0
2015-03-21,15,120,45,50.0,45,50.0
2015-03-21,16,120,45,50.0,45,50.0
2015-03-21,17,120,45,50.0,45,50.0
2015-03-21,18,120,45,50.0,45,50.0
2015-03-21,19,120,45,50.0,45,50.0
2015-03-21,20,120,45,50.0,45,50.0
2015-03-21,21,120,45,50.0,45,50.0
2015-03-21,22,120,45,50.0,45,50.0
2015-03-21,23,120,45,50.0,45,50.0
2015-05-28,0,120,40,47.5,45,52.5
2015-05-28,1,120,40,47.5,45,52.5
2015-05-28,2,120,40,45.0,45,52.5
2015-05-28,3,120,40,45.0,45,52.5
2015-05-28,4,120,40,47.5,45,52.5
2015-05-28,5,120,40,47.5,45,52.5
2015-05-28,6,120,40,47.5,45,52.5
2015-05-28,7,120,40,47.5,45,52.5
2015-05-28,8,120,40,47.5,45,52.5
2015-05-28,9,120,40,47.5,45,52.5
2015-05-28,10,120,40,47.5,45,52.5
2015-05-28,11,120,40,47.5,45,52.5
2015-05-28,12,120,40,47.5,45,52.5
2015-05-28,13,120,40,47.5,45,52.5
2015-05-28,14,120,40,47.5,45,52.5
2015-05-28,15,120,40,47.5,45,52.5
2015-05-28,16,120,40,47.5,45,52.5
2015-05-28,17,120,40,47.5,45,52.5
2015-05-28,18,120,40,47.5,45,52.5
2015-05-28,19,120,40,47.5,45,52.5
2015-05-28,20,120,40,47.5,45,52.5
2015-05-28,21,120,40,47.5,45,52.5
2015-05-28,22,120,40,47.5,45,52.5
2015-05-28,23,120,40,47.5,45,52.5
2015-06-20,0,120,45,50.0,45,50.0
2015-06-20,1,120,45,50.0,45,50.0
2015-06-20,2,120,45,50.0,45,50.0
2015-06-20,3,120,45,50.0,45,50.0
2015-06-20,4,120,45,50.0,45,50.0
2015-06-20,5,120,45,50.0,45,50.0
2015-06-20,6,120,45,50.0,45,50.0
2015-06-20,7,120,45,50.0,45,50.0
2015-06-20,8,120,45,50.0,45,50.0
2015-06-20,9,120,45,50.0,45,50.0
2015-06-20,10,120,45,50.0,45,50.0
2015-06-20,11,120,45,50.0,45,47.5
2015-06-20,12,120,45,52.5,40,47.5
2015-06-20,13,120,45,50.0,45,50.0
2015-06-20,14,120,45,50.0,45,47.5
2015-06-20,15,120,45,52.5,40,47.5
2015-06-20,16,120,50,55.0,40,45.0
2015-06-20,17,120,50,52.5,40,45.0
2015-06-20,18,120,50,55.0,40,45.0
2015-06-20,19,120,50,55.0,40,45.0
2015-06-20,20,120,50,55.0,40,45.0
2015-06-20,21,120,50,55.0,40,45.0
2015-06-20,22,120,50,55.0,40,45.0
2015-06-20,23,120,50,55.0,40,45.0
2015-12-23,0,120,35,42.5,60,65.0
2015-12-23,1,120,35,42.5,60,65.0
2015-12-23,2,120,35,42.5,55,65.0
2015-12-23,3,120,35,42.5,55,62.5
2015-12-23,4,120,35,42.5,55,62.5
2015-12-23,5,120,35,42.5,55,62.5
2015-12-23,6,120,35,42.5,55,62.5
2015-12-23,7,120,35,42.5,55,62.5
2015-12-23,8,120,35,42.5,55,62.5
2015-12-23,9,120,35,42.5,60,65.0
2015-12-23,10,120,35,42.5,60,65.0
2015-12-23,11,120,35,42.5,60,67.5
2015-12-23,12,120,35,42.5,60,67.5
2015-12-23,13,120,35,42.5,60,67.5
2015-12-23,14,120,35,42.5,60,67.5
2015-12-23,15,120,35,42.5,60,65.0
2015-12-23,16,120,35,42.5,60,65.0
2015-12-23,17,120,35,42.5,55,62.5
2015-12-23,18,120,35,42.5,55,62.5
2015-12-23,19,120,35,42.5,55,62.5
2015-12-23,20,120,40,42.5,55,62.5
2015-12-23,21,120,40,42.5,55,62.5
2015-12-23,22,120,40,42.5,55,62.5
2015-12-23,23,120,40,42.5,55,62.5
2018-08-13,0,120,45,52.5,40,47.5
2018-08-13,1,120,45,50.0,40,47.5
2018-08-13,2,120,45,50.0,40,47.5
2018-08-13,3,120,45,50.0,40,47.5
2018-08-13,4,120,45,52.5,40,47.5
2018-08-13,5,120,45,52.5,40,47.5
2018-08-13,6,120,45,52.5,40,47.5
2018-08-13,7,120,45,52.5,40,47.5
2018-08-13,8,120,45,52.5,40,47.5
2018-08-13,9,120,45,52.5,40,47.5
2018-08-13,10,120,45,52.5,40,47.5
2018-08-13,11,120,45,52.5,40,47.5
2018-08-13,12,120,45,52.5,40,47.5
2018-08-13,13,120,45,52.5,40,47.5
2018-08-13,14,120,45,52.5,40,47.5
2018-08-13,15,120,45,52.5,40,47.5
2018-08-13,16,120,45,52.5,40,47.5
2018-08-13,17,120,45,52.5,40,47.5
2018-08-13,18,120,45,52.5,40,47.5
2018-08-13,19,120,45,52.5,40,47.5
2018-08-13,20,120,45,52.5,40,47.5
2018-08-13,21,120,45,52.5,40,47.5
2018-08-13,22,120,45,52.5,40,47.5
2018-08-13,23,120,45,52.5,40,47.5
2018-09-14,0,120,50,57.5,40,45.0
2018-09-14,1,120,50,57.5,40,45.0
2018-09-14,2,120,50,57.5,40,45.0
2018-09-14,3,120,50,57.5,40,45.0
2018-09-14,4,120,50,57.5,40,45.0
2018-09-14,5,120,50,57.5,40,45.0
2018-09-14,6,120,50,57.5,40,45.0
2018-09-14,7,120,50,57.5,40,45.0
2018-09-14,8,120,50,57.5,40,45.0
2018-09-14,9,120,50,57.5,40,45.0
2018-09-14,10,120,50,57.5,40,45.0
2018-09-14,11,120,50,57.5,40,45.0
2018-09-14,12,120,50,57.5,40,45.0
2018-09-14,13,120,50,57.5,40,45.0
2018-09-14,14,120,50,57.5,40,45.0
2018-09-14,15,120,50,57.5,40,45.0
2018-09-14,16,120,50,57.5,40,45.0
2018-09-14,17,120,50,57.5,40,45.0
2018-09-14,18,120,50,57.5,40,45.0
2018-09-14,19,120,50,57.5,40,45.0
2018-09-14,20,120,50,57.5,40,45.0
2018-09-14,21,120,50,57.5,40,45.0
2018-09-14,22,120,50,57.5,40,45.0
2018-09-14,23,120,50,57.5,40,45.0
2020-03-30,0,120,40,45.0,50,52.5
2020-03-30,1,120,40,45.0,50,55.0
2020-03-30,2,120,40,45.0,50,55.0
2020-03-30,3,120,40,45.0,50,55.0
2020-03-30,4,120,40,45.0,50,55.0
2020-03-30,5,120,40,45.0,50,55.0
2020-03-30,6,120,40,45.0,50,55.0
2020-03-30,7,120,40,45.0,50,55.0
2020-03-30,8,120,40,45.0,50,55.0
2020-03-30,9,120,40,45.0,50,55.0
2020-03-30,10,120,40,45.0,50,55.0
2020-03-30,11,120,40,45.0,50,55.0
2020-03-30,12,120,40,45.0,50,57.5
2020-03-30,13,120,40,45.0,50,57.5
2020-03-30,14,120,40,45.0,50,57.5
2020-03-30,15,120,40,45.0,50,57.5
2020-03-30,16,120,40,45.0,50,57.5
2020-03-30,17,120,40,45.0,50,57.5
2020-03-30,18,120,40,45.0,50,57.5
2020-03-30,19,120,40,45.0,50,57.5
2020-03-30,20,120,40,45.0,50,57.5
2020-03-30,21,120,40,45.0,50,57.5
2020-03-30,22,120,40,45.0,50,55.0
2020-03-30,23,120,40,45.0,50,55.0
