date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-08-12,0,150,65,72.5,45,52.5
2015-08-12,1,150,65,72.5,45,52.5
2015-08-12,2,150,65,72.5,45,52.5
2015-08-12,3,150,65,70.0,45,52.5
2015-08-12,4,150,65,70.0,45,52.5
2015-08-12,5,150,65,72.5,45,52.5
2015-08-12,6,150,65,72.5,45,52.5
2015-08-12,7,150,65,72.5,45,52.5
2015-08-12,8,150,65,72.5,45,52.5
2015-08-12,9,150,65,70.0,45,52.5
2015-08-12,10,150,65,70.0,45,52.5
2015-08-12,11,150,65,70.0,45,52.5
2015-08-12,12,150,65,70.0,45,52.5
2015-08-12,13,150,65,70.0,45,52.5
2015-08-12,14,150,65,70.0,45,52.5
2015-08-12,15,150,65,70.0,45,52.5
2015-08-12,16,150,65,70.0,45,52.5
2015-08-12,17,150,65,70.0,45,52.5
2015-08-12,18,150,65,72.5,45,52.5
2015-08-12,19,150,65,72.5,45,52.5
2015-08-12,20,150,65,72.5,45,52.5
2015-08-12,21,150,65,72.5,45,52.5
2015-08-12,22,150,65,72.5,45,52.5
2015-08-12,23,150,65,72.5,45,52.5
2015-09-26,0,150,60,65.0,50,55.0
2015-09-26,1,150,60,65.0,50,55.0
2015-09-26,2,150,60,65.0,50,55.0
2015-09-26,3,150,60,67.5,50,55.0
2015-09-26,4,150,60,65.0,50,55.0
2015-09-26,5,150,60,65.0,50,55.0
2015-09-26,6,150,60,65.0,50,55.0
2015-09-26,7,150,60,65.0,50,55.0
2015-09-26,8,150,60,67.5,50,55.0
2015-09-26,9,150,60,65.0,50,55.0
2015-09-26,10,150,60,65.0,50,55.0
2015-09-26,11,150,60,65.0,50,55.0
2015-09-26,12,150,60,65.0,50,55.0
2015-09-26,13,150,60,65.0,50,55.0
2015-09-26,14,150,60,65.0,50,55.0
2015-09-26,15,150,60,65.0,50,55.0
2015-09-26,16,150,60,65.0,50,55.0
2015-09-26,17,150,60,65.0,50,55.0
2015-09-26,18,150,60,65.0,50,55.0
2015-09-26,19,150,60,65.0,50,55.0
2015-09-26,20,150,60,65.0,50,55.0
2015-09-26,21,150,60,65.0,50,55.0
2015-09-26,22,150,60,62.5,50,57.5
2015-09-26,23,150,55,62.5,50,57.5
2015-10-02,0,150,50,55.0,60,65.0
2015-10-02,1,150,50,55.0,60,65.0
2015-10-02,2,150,50,55.0,60,65.0
2015-10-02,3,150,50,55.0,60,65.0
2015-10-02,4,150,50,55.0,60,65.0
2015-10-02,5,150,50,55.0,60,65.0
2015-10-02,6,150,50,55.0,60,67.5
2015-10-02,7,150,50,55.0,60,67.5
2015-10-02,8,150,50,55.0,60,67.5
2015-10-02,9,150,50,55.0,60,67.5
2015-10-02,10,150,50,52.5,60,67.5
2015-10-02,11,150,50,52.5,60,67.5
2015-10-02,12,150,50,55.0,60,67.5
2015-10-02,13,150,50,52.5,60,67.5
2015-10-02,14,150,45,52.5,65,70.0
2015-10-02,15,150,45,52.5,65,70.0
2015-10-02,16,150,45,52.5,60,70.0
2015-10-02,17,150,45,52.5,65,70.0
2015-10-02,18,150,45,52.5,65,70.0
2015-10-02,19,150,45,52.5,65,70.0
2015-10-02,20,150,45,52.5,65,72.5
2015-10-02,21,150,45,52.5,65,72.5
2015-10-02,22,150,45,52.5,65,72.5
2015-10-02,23,150,45,52.5,65,72.5
2018-09-27,0,150,55,60.0,50,57.5
2018-09-27,1,150,55,60.0,50,57.5
2018-09-27,2,150,55,60.0,50,57.5
2018-09-27,3,150,55,60.0,50,57.5
2018-09-27,4,150,55,62.5,50,57.5
2018-09-27,5,150,55,62.5,50,57.5
2018-09-27,6,150,55,62.5,50,57.5
2018-09-27,7,150,55,62.5,50,57.5
2018-09-27,8,150,55,62.5,50,57.5
2018-09-27,9,150,55,62.5,50,57.5
2018-09-27,10,150,55,62.5,50,57.5
2018-09-27,11,150,55,62.5,50,57.5
2018-09-27,12,150,55,62.5,50,57.5
2018-09-27,13,150,55,62.5,50,57.5
2018-09-27,14,150,55,62.5,50,57.5
2018-09-27,15,150,55,62.5,50,57.5
2018-09-27,16,150,55,62.5,50,57.5
2018-09-27,17,150,55,62.5,50,57.5
2018-09-27,18,150,55,62.5,50,57.5
2018-09-27,19,150,55,62.5,50,57.5
2018-09-27,20,150,55,62.5,50,57.5
2018-09-27,21,150,55,62.5,50,57.5
2018-09-27,22,150,55,62.5,50,57.5
2018-09-27,23,150,55,62.5,50,57.5
2018-10-15,0,150,50,55.0,60,67.5
2018-10-15,1,150,50,55.0,60,67.5
2018-10-15,2,150,50,55.0,60,67.5
2018-10-15,3,150,50,55.0,60,67.5
2018-10-15,4,150,50,55.0,60,67.5
2018-10-15,5,150,50,55.0,60,67.5
2018-10-15,6,150,50,55.0,60,67.5
