date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-10,0,60,25,27.5,25,27.5
2015-01-10,1,60,25,27.5,25,27.5
2015-01-10,2,60,25,27.5,25,27.5
2015-01-10,3,60,25,27.5,25,27.5
2015-01-10,4,60,25,27.5,25,27.5
2015-01-10,5,60,25,27.5,25,27.5
2015-01-10,6,60,25,27.5,25,27.5
2015-01-10,7,60,25,27.5,25,27.5
2015-01-10,8,60,25,27.5,25,27.5
2015-01-10,9,60,25,27.5,25,27.5
2015-01-10,10,60,25,27.5,25,27.5
2015-01-10,11,60,25,27.5,25,27.5
2015-01-10,12,60,25,27.5,25,27.5
2015-01-10,13,60,25,27.5,25,27.5
2015-01-10,14,60,25,27.5,25,27.5
2015-01-10,15,60,25,27.5,25,27.5
2015-01-10,16,60,25,27.5,25,27.5
2015-01-10,17,60,25,27.5,25,27.5
2015-01-10,18,60,25,27.5,25,27.5
2015-01-10,19,60,25,27.5,25,27.5
2015-01-10,20,60,25,27.5,25,27.5
2015-01-10,21,60,25,27.5,25,27.5
2015-01-10,22,60,25,27.5,25,27.5
2015-01-10,23,60,25,27.5,25,27.5
2015-09-03,0,60,25,30.0,20,27.5
2015-09-03,1,60,25,30.0,20,27.5
2015-09-03,2,60,25,30.0,20,27.5
2015-09-03,3,60,25,30.0,20,27.5
2015-09-03,4,60,25,30.0,20,27.5
2015-09-03,5,60,25,30.0,20,27.5
2015-09-03,6,60,25,30.0,20,27.5
2015-09-03,7,60,25,30.0,20,27.5
2015-09-03,8,60,25,30.0,20,27.5
2015-09-03,9,60,25,30.0,20,27.5
2015-09-03,10,60,25,30.0,20,27.5
2015-09-03,11,60,25,30.0,20,27.5
2015-09-03,12,60,25,30.0,25,27.5
2015-09-03,13,60,25,27.5,25,27.5
2015-09-03,14,60,25,30.0,25,27.5
2015-09-03,15,60,25,27.5,25,27.5
2015-09-03,16,60,25,27.5,25,27.5
2015-09-03,17,60,25,27.5,25,27.5
2015-09-03,18,60,25,27.5,25,27.5
2015-09-03,19,60,25,27.5,25,27.5
2015-09-03,20,60,25,27.5,25,27.5
2015-09-03,21,60,25,27.5,25,27.5
2015-09-03,22,60,25,27.5,25,27.5
2015-09-03,23,60,25,27.5,25,27.5
2015-11-12,0,60,20,27.5,25,30.0
2015-11-12,1,60,20,27.5,25,30.0
2015-11-12,2,60,20,27.5,25,30.0
2015-11-12,3,60,20,27.5,25,30.0
2015-11-12,4,60,20,27.5,25,30.0
2015-11-12,5,60,20,27.5,25,30.0
2015-11-12,6,60,20,27.5,25,30.0
2015-11-12,7,60,25,27.5,25,30.0
2015-11-12,8,60,20,27.5,25,30.0
2015-11-12,9,60,20,27.5,25,30.0
2015-11-12,10,60,20,27.5,25,30.0
2015-11-12,11,60,20,27.5,25,30.0
2015-11-12,12,60,20,27.5,25,30.0
2015-11-12,13,60,20,27.5,25,30.0
2015-11-12,14,60,20,27.5,25,30.0
2015-11-12,15,60,20,27.5,25,30.0
2015-11-12,16,60,20,27.5,25,30.0
2015-11-12,17,60,20,27.5,25,30.0
2015-11-12,18,60,20,27.5,25,30.0
2015-11-12,19,60,20,27.5,25,30.0
2015-11-12,20,60,20,27.5,25,30.0
2015-11-12,21,60,25,27.5,25,30.0
2015-11-12,22,60,25,27.5,25,27.5
2015-11-12,23,60,25,27.5,25,27.5
2015-12-23,0,60,20,25.0,30,35.0
2015-12-23,1,60,20,25.0,30,35.0
2015-12-23,2,60,20,25.0,30,35.0
2015-12-23,3,60,20,25.0,30,35.0
2015-12-23,4,60,20,25.0,30,35.0
2015-12-23,5,60,20,25.0,30,35.0
2015-12-23,6,60,20,25.0,30,35.0
2015-12-23,7,60,20,25.0,30,35.0
2015-12-23,8,60,20,25.0,30,35.0
2015-12-23,9,60,20,25.0,30,35.0
2015-12-23,10,60,20,25.0,30,35.0
2015-12-23,11,60,20,25.0,30,37.5
2015-12-23,12,60,20,25.0,30,37.5
2015-12-23,13,60,20,25.0,30,37.5
2015-12-23,14,60,20,25.0,30,35.0
2015-12-23,15,60,20,25.0,30,35.0
2015-12-23,16,60,20,25.0,30,35.0
2015-12-23,17,60,20,25.0,30,35.0
2015-12-23,18,60,20,25.0,30,35.0
2015-12-23,19,60,20,25.0,30,35.0
2015-12-23,20,60,20,25.0,30,35.0
2015-12-23,21,60,20,25.0,30,35.0
2015-12-23,22,60,20,25.0,30,35.0
2015-12-23,23,60,20,25.0,30,35.0
2018-10-02,0,60,25,30.0,20,25.0
2018-10-02,1,60,25,30.0,20,25.0
2018-10-02,2,60,25,30.0,20,25.0
2018-10-02,3,60,25,30.0,20,25.0
2018-10-02,4,60,30,32.5,20,25.0
2018-10-02,5,60,30,32.5,20,25.0
2018-10-02,6,60,30,32.5,20,25.0
2018-10-02,7,60,30,32.5,20,25.0
2018-10-02,8,60,30,32.5,20,25.0
2018-10-02,9,60,30,32.5,20,25.0
2018-10-02,10,60,30,35.0,20,25.0
2018-10-02,11,60,30,35.0,20,25.0
2018-10-02,12,60,30,35.0,20,25.0
2018-10-02,13,60,30,35.0,20,25.0
2018-10-02,14,60,30,32.5,20,25.0
2018-10-02,15,60,30,32.5,20,25.0
2018-10-02,16,60,30,32.5,20,25.0
2018-10-02,17,60,30,32.5,20,25.0
2018-10-02,18,60,30,32.5,20,25.0
2018-10-02,19,60,30,32.5,20,25.0
2018-10-02,20,60,30,32.5,20,25.0
