date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-01,0,20,10,12.5,10,15.0
2015-01-01,1,20,10,12.5,10,15.0
2015-01-01,2,20,10,12.5,10,15.0
2015-01-01,3,20,10,12.5,10,15.0
2015-01-01,4,20,10,12.5,10,15.0
2015-01-01,5,20,10,12.5,10,15.0
2015-01-01,6,20,10,12.5,10,15.0
2015-01-01,7,20,10,12.5,10,15.0
2015-01-01,8,20,10,12.5,10,15.0
2015-01-01,9,20,10,12.5,10,15.0
2015-01-01,10,20,10,12.5,10,15.0
2015-01-01,11,20,10,12.5,10,15.0
2015-01-01,12,20,10,12.5,10,15.0
2015-01-01,13,20,10,12.5,10,15.0
2015-01-01,14,20,10,12.5,10,15.0
2015-01-01,15,20,10,12.5,10,15.0
2015-01-01,16,20,10,12.5,10,15.0
2015-01-01,17,20,10,12.5,10,15.0
2015-01-01,18,20,10,12.5,10,15.0
2015-01-01,19,20,10,12.5,10,15.0
2015-01-01,20,20,10,12.5,10,15.0
2015-01-01,21,20,10,12.5,10,15.0
2015-01-01,22,20,10,12.5,10,15.0
2015-01-01,23,20,10,12.5,10,15.0
2015-01-07,0,20,10,15.0,10,12.5
2015-01-07,1,20,10,15.0,10,12.5
2015-01-07,2,20,10,15.0,10,12.5
2015-01-07,3,20,10,15.0,10,12.5
2015-01-07,4,20,10,15.0,10,12.5
2015-01-07,5,20,10,15.0,10,12.5
2015-01-07,6,20,10,15.0,10,12.5
2015-01-07,7,20,10,15.0,10,12.5
2015-01-07,8,20,10,15.0,10,12.5
2015-01-07,9,20,10,15.0,10,12.5
2015-01-07,10,20,10,15.0,10,12.5
2015-01-07,11,20,10,15.0,10,12.5
2015-01-07,12,20,10,15.0,10,12.5
2015-01-07,13,20,10,15.0,10,12.5
2015-01-07,14,20,10,15.0,10,12.5
2015-01-07,15,20,10,15.0,10,12.5
