date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-07,0,100,40,45.0,35,40.0
2015-01-07,1,100,40,45.0,35,40.0
2015-01-07,2,100,40,45.0,35,40.0
2015-01-07,3,100,40,45.0,35,40.0
2015-01-07,4,100,40,45.0,35,40.0
2015-01-07,5,100,40,45.0,35,40.0
2015-01-07,6,100,40,45.0,35,40.0
2015-01-07,7,100,40,45.0,35,40.0
2015-01-07,8,100,40,45.0,35,40.0
2015-01-07,9,100,40,45.0,35,40.0
2015-01-07,10,100,40,45.0,35,40.0
2015-01-07,11,100,40,45.0,35,40.0
2015-01-07,12,100,40,45.0,35,40.0
2015-01-07,13,100,40,45.0,35,40.0
2015-01-07,14,100,40,45.0,35,40.0
2015-01-07,15,100,40,45.0,35,40.0
2015-01-07,16,100,40,45.0,35,40.0
2015-01-07,17,100,40,45.0,35,40.0
2015-01-07,18,100,40,45.0,35,40.0
2015-01-07,19,100,40,45.0,35,40.0
2015-01-07,20,100,40,45.0,35,40.0
2015-01-07,21,100,40,45.0,35,40.0
2015-01-07,22,100,40,45.0,35,40.0
2015-01-07,23,100,40,45.0,35,40.0
2015-01-29,0,100,40,42.5,35,42.5
2015-01-29,1,100,40,42.5,35,40.0
2015-01-29,2,100,40,42.5,35,42.5
2015-01-29,3,100,35,42.5,35,42.5
2015-01-29,4,100,35,42.5,35,42.5
2015-01-29,5,100,35,42.5,35,42.5
2015-01-29,6,100,35,42.5,35,42.5
2015-01-29,7,100,35,42.5,35,42.5
2015-01-29,8,100,35,42.5,35,42.5
2015-01-29,9,100,35,42.5,35,42.5
2015-01-29,10,100,35,42.5,35,42.5
2015-01-29,11,100,35,42.5,35,42.5
2015-01-29,12,100,35,42.5,35,42.5
2015-01-29,13,100,35,42.5,35,42.5
2015-01-29,14,100,35,42.5,35,42.5
2015-01-29,15,100,35,42.5,35,42.5
2015-01-29,16,100,35,42.5,35,42.5
2015-01-29,17,100,35,42.5,35,42.5
2015-01-29,18,100,35,42.5,35,42.5
2015-01-29,19,100,35,42.5,35,42.5
2015-01-29,20,100,35,42.5,35,42.5
2015-01-29,21,100,35,42.5,35,42.5
2015-01-29,22,100,35,40.0,40,42.5
2015-01-29,23,100,35,40.0,40,42.5
2015-10-03,0,100,30,37.5,45,50.0
2015-10-03,1,100,30,37.5,45,50.0
2015-10-03,2,100,30,37.5,45,50.0
2015-10-03,3,100,30,37.5,45,50.0
2015-10-03,4,100,30,37.5,45,50.0
2015-10-03,5,100,30,37.5,45,50.0
2015-10-03,6,100,30,37.5,45,50.0
2015-10-03,7,100,30,37.5,45,50.0
2015-10-03,8,100,30,37.5,45,50.0
2015-10-03,9,100,30,37.5,45,50.0
2015-10-03,10,100,30,37.5,45,50.0
2015-10-03,11,100,30,37.5,45,50.0
2015-10-03,12,100,30,37.5,45,50.0
2015-10-03,13,100,30,37.5,45,50.0
2015-10-03,14,100,30,37.5,45,50.0
2015-10-03,15,100,30,37.5,45,50.0
2015-10-03,16,100,30,37.5,45,50.0
2015-10-03,17,100,30,37.5,45,50.0
2015-10-03,18,100,35,37.5,45,47.5
2015-10-03,19,100,35,37.5,45,47.5
2015-10-03,20,100,35,37.5,45,50.0
2015-10-03,21,100,35,37.5,45,50.0
2015-10-03,22,100,35,37.5,45,50.0
2015-10-03,23,100,35,37.5,45,50.0
2018-09-14,0,100,45,47.5,35,37.5
2018-09-14,1,100,45,47.5,35,37.5
