date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-03-28,0,140,55,62.5,45,52.5
2015-03-28,1,140,55,62.5,45,52.5
2015-03-28,2,140,55,62.5,45,52.5
2015-03-28,3,140,55,62.5,45,52.5
2015-03-28,4,140,55,62.5,45,52.5
2015-03-28,5,140,55,62.5,45,52.5
2015-03-28,6,140,55,62.5,45,52.5
2015-03-28,7,140,55,62.5,45,52.5
2015-03-28,8,140,55,62.5,45,52.5
2015-03-28,9,140,55,62.5,45,52.5
2015-03-28,10,140,55,60.0,45,52.5
2015-03-28,11,140,55,60.0,50,52.5
2015-03-28,12,140,50,57.5,50,55.0
2015-03-28,13,140,50,57.5,50,57.5
2015-03-28,14,140,50,57.5,50,57.5
2015-03-28,15,140,50,57.5,50,57.5
2015-03-28,16,140,50,57.5,50,57.5
2015-03-28,17,140,50,55.0,50,55.0
2015-03-28,18,140,50,55.0,50,55.0
2015-03-28,19,140,50,55.0,50,55.0
2015-03-28,20,140,50,55.0,50,55.0
2015-03-28,21,140,50,55.0,50,55.0
2015-03-28,22,140,50,55.0,50,55.0
2015-03-28,23,140,50,57.5,50,55.0
2015-11-19,0,140,45,50.0,60,65.0
2015-11-19,1,140,45,50.0,60,65.0
2015-11-19,2,140,45,50.0,60,67.5
2015-11-19,3,140,45,50.0,60,67.5
2015-11-19,4,140,45,50.0,60,65.0
2015-11-19,5,140,45,50.0,60,65.0
2015-11-19,6,140,45,50.0,60,65.0
2015-11-19,7,140,45,50.0,60,65.0
2015-11-19,8,140,45,50.0,60,65.0
2015-11-19,9,140,45,50.0,60,65.0
2015-11-19,10,140,45,50.0,60,65.0
2015-11-19,11,140,45,50.0,60,65.0
2015-11-19,12,140,45,50.0,60,65.0
2015-11-19,13,140,45,50.0,60,65.0
2015-11-19,14,140,45,50.0,60,65.0
2015-11-19,15,140,45,50.0,60,65.0
2015-11-19,16,140,45,50.0,60,65.0
2015-11-19,17,140,45,50.0,60,65.0
2015-11-19,18,140,45,50.0,60,65.0
2015-11-19,19,140,45,50.0,55,62.5
2015-11-19,20,140,45,52.5,55,62.5
2015-11-19,21,140,45,52.5,55,62.5
2015-11-19,22,140,45,52.5,55,62.5
2015-11-19,23,140,45,52.5,55,62.5
2016-01-25,0,140,45,50.0,60,65.0
2016-01-25,1,140,45,50.0,60,67.5
2016-01-25,2,140,45,50.0,60,67.5
2016-01-25,3,140,45,50.0,60,67.5
2016-01-25,4,140,45,50.0,60,67.5
2016-01-25,5,140,45,50.0,60,67.5
2016-01-25,6,140,45,50.0,60,67.5
2016-01-25,7,140,45,50.0,60,70.0
2016-01-25,8,140,45,50.0,65,70.0
2016-01-25,9,140,45,50.0,60,67.5
2016-01-25,10,140,45,47.5,65,70.0
2016-01-25,11,140,40,47.5,65,72.5
2016-01-25,12,140,40,47.5,65,72.5
2016-01-25,13,140,45,47.5,65,70.0
2016-01-25,14,140,40,47.5,65,70.0
2016-01-25,15,140,40,47.5,65,72.5
2016-01-25,16,140,40,47.5,65,72.5
2016-01-25,17,140,40,47.5,65,70.0
2016-01-25,18,140,40,47.5,65,70.0
2016-01-25,19,140,40,47.5,65,70.0
2016-01-25,20,140,45,47.5,60,70.0
2016-01-25,21,140,45,47.5,60,70.0
2016-01-25,22,140,45,47.5,65,70.0
2016-01-25,23,140,45,47.5,60,70.0
2016-07-19,0,140,55,62.5,45,52.5
2016-07-19,1,140,55,60.0,50,52.5
2016-07-19,2,140,55,60.0,50,52.5
2016-07-19,3,140,55,60.0,45,52.5
2016-07-19,4,140,55,60.0,45,52.5
2016-07-19,5,140,55,62.5,45,52.5
2016-07-19,6,140,55,62.5,45,52.5
2016-07-19,7,140,55,62.5,45,52.5
2016-07-19,8,140,55,62.5,45,52.5
2016-07-19,9,140,55,62.5,45,52.5
2016-07-19,10,140,55,62.5,45,52.5
2016-07-19,11,140,55,62.5,45,52.5
2016-07-19,12,140,55,62.5,45,52.5
2016-07-19,13,140,55,62.5,45,52.5
2016-07-19,14,140,55,62.5,45,52.5
2016-07-19,15,140,55,62.5,45,52.5
2016-07-19,16,140,55,62.5,45,52.5
2016-07-19,17,140,55,62.5,45,52.5
2016-07-19,18,140,55,62.5,45,52.5
2016-07-19,19,140,55,62.5,45,52.5
2016-07-19,20,140,55,62.5,45,52.5
2016-07-19,21,140,55,62.5,45,52.5
2016-07-19,22,140,55,62.5,45,52.5
2016-07-19,23,140,55,62.5,45,52.5
2019-03-27,0,140,60,65.0,45,50.0
2019-03-27,1,140,60,65.0,45,50.0
2019-03-27,2,140,60,67.5,45,50.0
2019-03-27,3,140,60,67.5,45,50.0
2019-03-27,4,140,60,67.5,45,50.0
2019-03-27,5,140,60,67.5,45,50.0
2019-03-27,6,140,60,67.5,45,50.0
2019-03-27,7,140,60,70.0,45,50.0
2019-03-27,8,140,65,70.0,45,50.0
2019-03-27,9,140,65,70.0,45,50.0
2019-03-27,10,140,65,70.0,45,50.0
2019-03-27,11,140,65,72.5,45,47.5
2019-03-27,12,140,65,70.0,45,50.0
2019-03-27,13,140,65,70.0,45,50.0
2019-03-27,14,140,65,70.0,45,50.0
2019-03-27,15,140,65,70.0,45,50.0
2019-03-27,16,140,65,70.0,45,50.0
2019-03-27,17,140,60,70.0,45,50.0
2019-03-27,18,140,60,67.5,45,50.0
2019-03-27,19,140,60,67.5,45,50.0
2019-03-27,20,140,60,65.0,45,50.0
2019-03-27,21,140,60,65.0,45,50.0
2019-03-27,22,140,60,67.5,45,50.0
2019-03-27,23,140,60,67.5,45,50.0
2019-07-10,0,140,50,57.5,50,55.0
2019-07-10,1,140,50,57.5,50,55.0
2019-07-10,2,140,50,57.5,50,55.0
2019-07-10,3,140,50,57.5,50,55.0
2019-07-10,4,140,50,57.5,50,55.0
2019-07-10,5,140,50,57.5,50,55.0
2019-07-10,6,140,55,57.5,50,55.0
2019-07-10,7,140,55,57.5,50,55.0
2019-07-10,8,140,55,57.5,50,55.0
2019-07-10,9,140,55,57.5,50,52.5
2019-07-10,10,140,55,57.5,50,55.0
2019-07-10,11,140,55,60.0,50,52.5
2019-07-10,12,140,55,57.5,50,55.0
2019-07-10,13,140,55,57.5,50,55.0
2019-07-10,14,140,55,57.5,50,55.0
2019-07-10,15,140,55,57.5,50,55.0
2019-07-10,16,140,55,60.0,50,52.5
2019-07-10,17,140,55,60.0,50,52.5
2019-07-10,18,140,55,60.0,50,52.5
2019-07-10,19,140,55,60.0,50,52.5
2019-07-10,20,140,55,60.0,50,52.5
2019-07-10,21,140,55,60.0,50,52.5
2019-07-10,22,140,55,60.0,50,52.5
2019-07-10,23,140,55,60.0,50,52.5
2019-09-27,0,140,50,52.5,55,57.5
2019-09-27,1,140,50,52.5,55,60.0
2019-09-27,2,140,50,52.5,55,60.0
2019-09-27,3,140,45,52.5,55,60.0
2019-09-27,4,140,45,52.5,55,60.0
2019-09-27,5,140,50,52.5,55,60.0
2019-09-27,6,140,50,52.5,55,60.0
2019-09-27,7,140,50,52.5,55,60.0
2019-09-27,8,140,50,52.5,55,60.0
2019-09-27,9,140,50,52.5,55,60.0
2019-09-27,10,140,50,52.5,55,60.0
2019-09-27,11,140,45,52.5,55,60.0
2019-09-27,12,140,45,52.5,55,60.0
2019-09-27,13,140,45,52.5,55,60.0
2019-09-27,14,140,45,52.5,55,60.0
2019-09-27,15,140,45,52.5,55,60.0
2019-09-27,16,140,45,52.5,55,62.5
2019-09-27,17,140,45,52.5,55,62.5
2019-09-27,18,140,45,52.5,55,62.5
2019-09-27,19,140,45,52.5,55,62.5
2019-09-27,20,140,45,52.5,55,62.5
2019-09-27,21,140,45,52.5,55,62.5
2019-09-27,22,140,45,52.5,55,62.5
2019-09-27,23,140,45,52.5,55,62.5
2019-10-08,0,140,50,55.0,50,57.5
2019-10-08,1,140,50,55.0,50,57.5
2019-10-08,2,140,50,55.0,50,57.5
2019-10-08,3,140,50,55.0,50,57.5
2019-10-08,4,140,50,55.0,50,57.5
2019-10-08,5,140,50,55.0,50,57.5
2019-10-08,6,140,50,55.0,50,57.5
2019-10-08,7,140,50,55.0,50,57.5
2019-10-08,8,140,50,55.0,50,57.5
2019-10-08,9,140,50,55.0,50,57.5
2019-10-08,10,140,50,55.0,50,57.5
2019-10-08,11,140,50,55.0,50,57.5
2019-10-08,12,140,50,55.0,50,57.5
2019-10-08,13,140,50,55.0,50,57.5
2019-10-08,14,140,50,55.0,50,57.5
2019-10-08,15,140,50,55.0,50,57.5
2019-10-08,16,140,50,55.0,50,57.5
2019-10-08,17,140,50,55.0,50,57.5
2019-10-08,18,140,50,55.0,50,57.5
2019-10-08,19,140,50,55.0,50,55.0
2019-10-08,20,140,50,57.5,50,57.5
2019-10-08,21,140,50,57.5,50,57.5
2019-10-08,22,140,50,57.5,50,57.5
2019-10-08,23,140,50,55.0,50,57.5
