date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-10,20,40,15,20.0,15,20.0
2015-01-10,21,40,15,20.0,15,20.0
2015-01-10,22,40,15,20.0,15,20.0
2015-01-10,23,40,15,20.0,15,20.0
2015-01-26,0,40,20,22.5,15,20.0
2015-01-26,1,40,20,22.5,15,20.0
2015-01-26,2,40,20,22.5,15,20.0
2015-01-26,3,40,20,22.5,15,20.0
2015-01-26,4,40,20,22.5,15,20.0
2015-01-26,5,40,20,22.5,15,20.0
2015-01-26,6,40,20,22.5,15,20.0
2015-01-26,7,40,20,22.5,15,20.0
2015-01-26,8,40,20,22.5,15,20.0
2015-01-26,9,40,20,22.5,15,20.0
2015-01-26,10,40,20,22.5,15,20.0
2015-01-26,11,40,20,22.5,15,20.0
2015-01-26,12,40,20,22.5,15,20.0
2015-01-26,13,40,20,22.5,15,20.0
2015-01-26,14,40,20,22.5,15,20.0
2015-01-26,15,40,20,22.5,15,20.0
2015-01-26,16,40,20,22.5,15,20.0
2015-01-26,17,40,20,22.5,15,20.0
2015-01-26,18,40,20,22.5,15,20.0
2015-01-26,19,40,20,22.5,15,20.0
2015-01-26,20,40,20,22.5,15,20.0
2015-01-26,21,40,20,22.5,15,20.0
2015-01-26,22,40,20,22.5,15,20.0
2015-01-26,23,40,20,22.5,15,20.0
2015-03-21,0,40,20,22.5,15,20.0
2015-03-21,1,40,20,22.5,15,20.0
2015-03-21,2,40,20,22.5,15,20.0
2015-03-21,3,40,20,22.5,15,20.0
2015-03-21,4,40,20,22.5,15,20.0
2015-03-21,5,40,20,22.5,15,20.0
2015-03-21,6,40,20,22.5,15,20.0
2015-03-21,7,40,20,22.5,15,20.0
2015-03-21,8,40,20,22.5,15,20.0
2015-03-21,9,40,20,22.5,15,20.0
2015-03-21,10,40,20,22.5,15,20.0
2015-03-21,11,40,20,22.5,15,20.0
2015-03-21,12,40,15,20.0,15,20.0
2015-03-21,13,40,15,20.0,15,20.0
2015-03-21,14,40,15,20.0,15,20.0
2015-03-21,15,40,15,20.0,15,20.0
2015-03-21,16,40,15,20.0,15,20.0
2015-03-21,17,40,15,20.0,15,20.0
2015-03-21,18,40,15,20.0,15,20.0
2015-03-21,19,40,15,20.0,15,20.0
2015-03-21,20,40,15,20.0,15,20.0
2015-03-21,21,40,15,20.0,15,20.0
2015-03-21,22,40,15,20.0,15,20.0
2015-03-21,23,40,15,20.0,15,20.0
2015-12-29,0,40,15,20.0,20,25.0
2015-12-29,1,40,15,20.0,20,27.5
2015-12-29,2,40,15,20.0,20,27.5
2015-12-29,3,40,15,20.0,20,27.5
2015-12-29,4,40,15,20.0,25,27.5
2015-12-29,5,40,15,20.0,25,27.5
2015-12-29,6,40,15,20.0,25,27.5
2015-12-29,7,40,15,20.0,25,30.0
2015-12-29,8,40,15,20.0,25,27.5
2015-12-29,9,40,15,20.0,25,27.5
2015-12-29,10,40,15,20.0,20,27.5
2015-12-29,11,40,15,20.0,20,27.5
2015-12-29,12,40,15,20.0,20,27.5
2015-12-29,13,40,15,20.0,25,27.5
2015-12-29,14,40,15,20.0,20,27.5
2015-12-29,15,40,15,20.0,25,27.5
2015-12-29,16,40,15,20.0,20,27.5
2015-12-29,17,40,15,20.0,25,27.5
2015-12-29,18,40,15,20.0,20,27.5
2015-12-29,19,40,15,20.0,20,27.5
2015-12-29,20,40,15,20.0,20,27.5
2015-12-29,21,40,15,20.0,20,25.0
2015-12-29,22,40,15,20.0,20,25.0
2015-12-29,23,40,15,20.0,20,25.0
2016-06-12,0,40,15,20.0,15,20.0
2016-06-12,1,40,15,20.0,15,20.0
2016-06-12,2,40,15,20.0,15,20.0
2016-06-12,3,40,15,20.0,15,20.0
2016-06-12,4,40,15,20.0,15,20.0
2016-06-12,5,40,15,20.0,15,20.0
2016-06-12,6,40,15,20.0,15,20.0
2016-06-12,7,40,15,20.0,15,20.0
2016-06-12,8,40,15,20.0,15,20.0
2016-06-12,9,40,15,20.0,15,20.0
2016-06-12,10,40,15,20.0,15,20.0
2016-06-12,11,40,15,20.0,15,20.0
2016-06-12,12,40,15,20.0,15,22.5
2016-06-12,13,40,15,20.0,20,22.5
2016-06-12,14,40,15,20.0,20,22.5
2016-06-12,15,40,15,20.0,20,22.5
2016-06-12,16,40,15,20.0,20,22.5
2016-06-12,17,40,15,20.0,20,22.5
2016-06-12,18,40,15,20.0,20,22.5
2016-06-12,19,40,15,20.0,20,22.5
2016-06-12,20,40,15,20.0,20,22.5
2016-06-12,21,40,15,20.0,20,22.5
2016-06-12,22,40,15,20.0,20,22.5
2016-06-12,23,40,15,20.0,20,22.5
2019-06-29,0,40,15,20.0,15,20.0
2019-06-29,1,40,15,20.0,15,20.0
2019-06-29,2,40,15,20.0,15,20.0
2019-06-29,3,40,15,20.0,15,20.0
2019-06-29,4,40,15,20.0,15,20.0
2019-06-29,5,40,15,20.0,15,20.0
2019-06-29,6,40,15,20.0,15,20.0
2019-06-29,7,40,15,20.0,15,20.0
2019-06-29,8,40,15,20.0,15,20.0
2019-06-29,9,40,15,22.5,15,20.0
2019-06-29,10,40,15,22.5,15,20.0
2019-06-29,11,40,15,22.5,15,20.0
2019-06-29,12,40,15,22.5,15,20.0
2019-06-29,13,40,20,22.5,15,20.0
2019-06-29,14,40,20,22.5,15,20.0
2019-06-29,15,40,20,22.5,15,20.0
2019-06-29,16,40,20,22.5,15,20.0
2019-06-29,17,40,20,22.5,15,20.0
2019-06-29,18,40,20,22.5,15,20.0
2019-06-29,19,40,20,22.5,15,20.0
2019-06-29,20,40,20,22.5,15,20.0
2019-06-29,21,40,20,22.5,15,20.0
2019-06-29,22,40,20,22.5,15,20.0
2019-06-29,23,40,20,22.5,15,20.0
2019-12-28,0,40,15,20.0,20,25.0
2019-12-28,1,40,15,20.0,20,25.0
2019-12-28,2,40,15,20.0,20,25.0
2019-12-28,3,40,15,20.0,20,25.0
2019-12-28,4,40,15,20.0,20,25.0
2019-12-28,5,40,15,20.0,20,25.0
2019-12-28,6,40,15,20.0,20,25.0
2019-12-28,7,40,15,20.0,20,25.0
2019-12-28,8,40,15,20.0,20,25.0
2019-12-28,9,40,15,20.0,20,25.0
2019-12-28,10,40,15,20.0,20,25.0
2019-12-28,11,40,15,20.0,20,25.0
2019-12-28,12,40,15,20.0,20,25.0
2019-12-28,13,40,15,20.0,20,25.0
2019-12-28,14,40,15,20.0,20,25.0
2019-12-28,15,40,15,20.0,20,25.0
2019-12-28,16,40,15,20.0,20,25.0
2019-12-28,17,40,15,20.0,20,25.0
2019-12-28,18,40,15,20.0,20,25.0
2019-12-28,19,40,15,20.0,20,25.0
2019-12-28,20,40,15,20.0,20,25.0
2019-12-28,21,40,15,20.0,20,25.0
2019-12-28,22,40,15,20.0,20,25.0
2019-12-28,23,40,15,20.0,20,25.0
