date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-01-02,0,40,15,20.0,20,22.5
2015-01-02,1,40,15,20.0,20,22.5
2015-01-02,2,40,15,20.0,20,22.5
2015-01-02,3,40,15,20.0,20,22.5
2015-01-02,4,40,15,20.0,20,22.5
2015-01-02,5,40,15,20.0,20,22.5
2015-01-02,6,40,15,20.0,20,22.5
2015-01-02,7,40,15,20.0,20,22.5
2015-01-02,8,40,15,20.0,20,22.5
2015-01-02,9,40,15,20.0,20,22.5
2015-01-02,10,40,15,20.0,20,22.5
2015-01-02,11,40,15,20.0,20,22.5
2015-01-02,12,40,15,20.0,20,22.5
2015-01-02,13,40,15,20.0,20,22.5
2015-01-02,14,40,15,20.0,20,22.5
2015-01-02,15,40,15,20.0,20,22.5
2015-01-02,16,40,15,20.0,20,22.5
2015-01-02,17,40,15,20.0,20,22.5
2015-01-02,18,40,15,20.0,20,22.5
2015-01-02,19,40,15,20.0,20,22.5
2015-01-02,20,40,15,20.0,20,22.5
2015-01-02,21,40,15,20.0,20,22.5
2015-01-02,22,40,15,20.0,20,22.5
2015-01-02,23,40,15,20.0,20,22.5
2015-01-10,0,40,15,20.0,15,20.0
2015-01-10,1,40,15,20.0,15,20.0
2015-01-10,2,40,15,20.0,15,20.0
2015-01-10,3,40,15,20.0,15,20.0
2015-01-10,4,40,15,20.0,15,20.0
2015-01-10,5,40,15,20.0,15,20.0
2015-01-10,6,40,15,20.0,15,20.0
2015-01-10,7,40,15,20.0,15,20.0
2015-01-10,8,40,15,20.0,15,20.0
2015-01-10,9,40,15,20.0,15,20.0
2015-01-10,10,40,15,20.0,15,20.0
2015-01-10,11,40,15,20.0,15,20.0
2015-01-10,12,40,15,20.0,15,20.0
2015-01-10,13,40,15,20.0,15,20.0
2015-01-10,14,40,15,20.0,15,20.0
2015-01-10,15,40,15,20.0,15,20.0
2015-01-10,16,40,15,20.0,15,20.0
2015-01-10,17,40,15,20.0,15,20.0
2015-01-10,18,40,15,20.0,15,20.0
2015-01-10,19,40,15,20.0,15,20.0
