date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-07-18,0,130,50,55.0,45,50.0
2015-07-18,1,130,50,55.0,45,50.0
2015-07-18,2,130,50,55.0,45,50.0
2015-07-18,3,130,50,55.0,45,50.0
2015-07-18,4,130,50,55.0,45,50.0
2015-07-18,5,130,50,55.0,45,50.0
2015-07-18,6,130,50,55.0,45,50.0
2015-07-18,7,130,50,55.0,45,50.0
2015-07-18,8,130,50,55.0,45,50.0
2015-07-18,9,130,50,55.0,45,50.0
2015-07-18,10,130,50,55.0,45,50.0
2015-07-18,11,130,50,55.0,45,50.0
2015-07-18,12,130,50,55.0,45,50.0
2015-07-18,13,130,50,55.0,45,50.0
2015-07-18,14,130,50,55.0,45,50.0
2015-07-18,15,130,50,55.0,45,50.0
2015-07-18,16,130,50,55.0,45,50.0
2015-07-18,17,130,50,55.0,45,50.0
2015-07-18,18,130,50,55.0,45,50.0
2015-07-18,19,130,50,57.5,45,50.0
2015-07-18,20,130,50,57.5,45,50.0
2015-07-18,21,130,50,55.0,45,50.0
2015-07-18,22,130,50,57.5,45,50.0
2015-07-18,23,130,50,55.0,45,50.0
2016-06-06,0,130,45,50.0,50,55.0
2016-06-06,1,130,45,50.0,50,55.0
2016-06-06,2,130,45,50.0,50,55.0
2016-06-06,3,130,45,50.0,50,55.0
2016-06-06,4,130,45,50.0,50,55.0
2016-06-06,5,130,45,50.0,50,55.0
2016-06-06,6,130,45,50.0,50,55.0
2016-06-06,7,130,45,50.0,50,55.0
2016-06-06,8,130,45,50.0,50,55.0
2016-06-06,9,130,45,50.0,50,55.0
2016-06-06,10,130,45,50.0,50,55.0
2016-06-06,11,130,45,50.0,50,55.0
2016-06-06,12,130,45,50.0,50,55.0
2016-06-06,13,130,45,50.0,50,55.0
2016-06-06,14,130,45,50.0,50,55.0
2016-06-06,15,130,45,50.0,50,55.0
2016-06-06,16,130,45,50.0,50,55.0
2016-06-06,17,130,45,50.0,50,55.0
2016-06-06,18,130,45,50.0,50,55.0
2016-06-06,19,130,45,50.0,50,55.0
2016-06-06,20,130,45,50.0,50,55.0
2016-06-06,21,130,45,50.0,50,55.0
2016-06-06,22,130,45,50.0,50,55.0
2016-06-06,23,130,45,50.0,50,55.0
2016-08-08,0,130,45,52.5,45,52.5
2016-08-08,1,130,45,52.5,50,52.5
2016-08-08,2,130,45,52.5,50,52.5
2016-08-08,3,130,45,52.5,45,52.5
2016-08-08,4,130,45,52.5,45,52.5
2016-08-08,5,130,45,52.5,45,52.5
2016-08-08,6,130,45,52.5,45,52.5
2016-08-08,7,130,45,52.5,45,52.5
2016-08-08,8,130,45,52.5,45,52.5
2016-08-08,9,130,45,52.5,45,52.5
2016-08-08,10,130,45,52.5,45,52.5
2016-08-08,11,130,45,52.5,45,52.5
2016-08-08,12,130,45,52.5,45,52.5
2016-08-08,13,130,45,52.5,45,52.5
2016-08-08,14,130,45,52.5,45,52.5
2016-08-08,15,130,45,52.5,45,52.5
2016-08-08,16,130,45,52.5,45,52.5
2016-08-08,17,130,45,52.5,45,52.5
2016-08-08,18,130,45,52.5,45,52.5
2016-08-08,19,130,45,52.5,45,52.5
2016-08-08,20,130,45,52.5,45,52.5
2016-08-08,21,130,45,52.5,45,52.5
2016-08-08,22,130,45,52.5,45,52.5
2016-08-08,23,130,45,52.5,45,52.5
2018-09-14,0,130,55,60.0,40,47.5
2018-09-14,1,130,55,60.0,40,47.5
2018-09-14,2,130,55,60.0,40,47.5
2018-09-14,3,130,55,62.5,40,47.5
2018-09-14,4,130,55,62.5,40,47.5
2018-09-14,5,130,55,62.5,40,47.5
2018-09-14,6,130,55,62.5,40,47.5
2018-09-14,7,130,55,62.5,40,47.5
2018-09-14,8,130,55,62.5,40,47.5
2018-09-14,9,130,55,62.5,40,47.5
2018-09-14,10,130,55,62.5,40,47.5
2018-09-14,11,130,55,62.5,40,47.5
2018-09-14,12,130,55,62.5,40,47.5
2018-09-14,13,130,55,62.5,40,47.5
2018-09-14,14,130,55,62.5,40,47.5
2018-09-14,15,130,55,62.5,40,47.5
2018-09-14,16,130,55,62.5,40,47.5
2018-09-14,17,130,55,62.5,40,47.5
2018-09-14,18,130,55,62.5,40,47.5
2018-09-14,19,130,55,62.5,40,47.5
2018-09-14,20,130,55,62.5,40,47.5
2018-09-14,21,130,55,62.5,40,47.5
2018-09-14,22,130,55,62.5,40,47.5
2018-09-14,23,130,55,60.0,40,47.5
2018-12-06,0,130,50,55.0,45,50.0
2018-12-06,1,130,50,55.0,45,50.0
2018-12-06,2,130,50,55.0,45,50.0
2018-12-06,3,130,50,55.0,45,50.0
2018-12-06,4,130,50,55.0,45,50.0
2018-12-06,5,130,50,55.0,45,50.0
2018-12-06,6,130,50,55.0,45,50.0
2018-12-06,7,130,50,55.0,45,50.0
2018-12-06,8,130,50,55.0,45,50.0
2018-12-06,9,130,50,55.0,45,50.0
2018-12-06,10,130,50,55.0,45,50.0
2018-12-06,11,130,50,55.0,45,50.0
2018-12-06,12,130,50,55.0,45,50.0
2018-12-06,13,130,50,55.0,45,50.0
2018-12-06,14,130,50,52.5,45,52.5
2018-12-06,15,130,50,52.5,45,52.5
2018-12-06,16,130,45,52.5,45,52.5
2018-12-06,17,130,45,52.5,45,52.5
2018-12-06,18,130,45,52.5,50,52.5
2018-12-06,19,130,45,52.5,50,52.5
2018-12-06,20,130,45,52.5,50,52.5
2018-12-06,21,130,45,50.0,50,55.0
2018-12-06,22,130,45,50.0,50,55.0
2018-12-06,23,130,45,50.0,50,55.0
2019-05-08,0,130,40,47.5,55,60.0
2019-05-08,1,130,40,47.5,55,60.0
2019-05-08,2,130,40,47.5,55,60.0
2019-05-08,3,130,40,47.5,55,60.0
2019-05-08,4,130,40,47.5,55,60.0
2019-05-08,5,130,40,47.5,55,60.0
2019-05-08,6,130,40,47.5,55,60.0
2019-05-08,7,130,40,47.5,55,60.0
2019-05-08,8,130,40,47.5,55,60.0
2019-05-08,9,130,40,47.5,55,60.0
2019-05-08,10,130,40,47.5,55,60.0
2019-05-08,11,130,40,47.5,55,60.0
2019-05-08,12,130,40,47.5,55,60.0
2019-05-08,13,130,40,47.5,55,60.0
2019-05-08,14,130,40,47.5,55,60.0
2019-05-08,15,130,40,47.5,55,60.0
2019-05-08,16,130,40,47.5,55,60.0
2019-05-08,17,130,40,47.5,55,60.0
2019-05-08,18,130,40,47.5,55,60.0
2019-05-08,19,130,45,47.5,50,57.5
2019-05-08,20,130,45,47.5,50,57.5
2019-05-08,21,130,45,47.5,50,57.5
2019-05-08,22,130,45,50.0,50,57.5
2019-05-08,23,130,45,50.0,50,57.5
2019-12-28,0,130,40,45.0,60,70.0
2019-12-28,1,130,40,45.0,60,70.0
2019-12-28,2,130,40,45.0,60,67.5
2019-12-28,3,130,40,45.0,60,67.5
2019-12-28,4,130,40,45.0,60,67.5
2019-12-28,5,130,40,45.0,60,67.5
2019-12-28,6,130,40,45.0,60,67.5
2019-12-28,7,130,40,45.0,60,67.5
2019-12-28,8,130,40,45.0,60,67.5
2019-12-28,9,130,40,45.0,60,65.0
2019-12-28,10,130,40,45.0,60,67.5
2019-12-28,11,130,40,45.0,60,67.5
2019-12-28,12,130,40,45.0,60,67.5
2019-12-28,13,130,40,45.0,60,67.5
2019-12-28,14,130,40,45.0,60,65.0
2019-12-28,15,130,40,45.0,60,65.0
2019-12-28,16,130,40,45.0,60,67.5
2019-12-28,17,130,40,45.0,60,67.5
2019-12-28,18,130,40,45.0,60,67.5
2019-12-28,19,130,40,45.0,60,65.0
2019-12-28,20,130,40,45.0,60,65.0
2019-12-28,21,130,40,45.0,60,65.0
2019-12-28,22,130,40,45.0,60,65.0
2019-12-28,23,130,40,45.0,60,65.0
2020-02-08,0,130,45,50.0,50,57.5
2020-02-08,1,130,45,50.0,50,55.0
2020-02-08,2,130,45,50.0,50,55.0
2020-02-08,3,130,45,50.0,50,57.5
2020-02-08,4,130,45,50.0,50,57.5
2020-02-08,5,130,45,50.0,50,57.5
2020-02-08,6,130,45,50.0,50,57.5
2020-02-08,7,130,45,50.0,50,57.5
2020-02-08,8,130,45,50.0,50,57.5
2020-02-08,9,130,45,47.5,55,57.5
2020-02-08,10,130,45,47.5,55,60.0
2020-02-08,11,130,40,47.5,55,60.0
2020-02-08,12,130,40,47.5,55,60.0
2020-02-08,13,130,40,47.5,55,60.0
2020-02-08,14,130,40,47.5,55,60.0
2020-02-08,15,130,40,47.5,55,60.0
2020-02-08,16,130,40,47.5,55,60.0
2020-02-08,17,130,40,47.5,55,60.0
2020-02-08,18,130,40,47.5,55,60.0
2020-02-08,19,130,40,47.5,55,62.5
2020-02-08,20,130,40,47.5,55,62.5
2020-02-08,21,130,40,47.5,55,62.5
2020-02-08,22,130,40,47.5,55,62.5
2020-02-08,23,130,40,47.5,55,62.5
