schedule,od
10.0,LAX_DTLA
25.416835758858497,LAX_DTLA
36.33948645271062,LAX_DTLA
46.84389661533005,LAX_DTLA
58.74800797178271,LAX_DTLA
74.95535122528494,LAX_DTLA
90.03377454118984,LAX_DTLA
127.34827740338373,LAX_DTLA
139.86913926752172,LAX_DTLA
166.9841535498977,LAX_DTLA
272.366282324374,LAX_DTLA
322.9657940541075,LAX_DTLA
346.9555477596669,LAX_DTLA
386.77736177834805,LAX_DTLA
396.1011691132734,LAX_DTLA
408.54061644572175,LAX_DTLA
420.9761951916691,LAX_DTLA
427.3495949484233,LAX_DTLA
443.3200811733515,LAX_DTLA
467.91471037202666,LAX_DTLA
479.6728457992615,LAX_DTLA
494.2486639538348,LAX_DTLA
522.6527368978824,LAX_DTLA
560.1628956734623,LAX_DTLA
561.7189357262469,LAX_DTLA
568.7815954067422,LAX_DTLA
588.2794489268833,LAX_DTLA
596.4470408315251,LAX_DTLA
610.3465716721233,LAX_DTLA
623.3810694554534,LAX_DTLA
634.9379222940894,LAX_DTLA
646.7289804172137,LAX_DTLA
659.0913620171365,LAX_DTLA
681.3353608469822,LAX_DTLA
685.4002003222383,LAX_DTLA
695.9679797517458,LAX_DTLA
706.6994923125585,LAX_DTLA
721.5948188079028,LAX_DTLA
732.4151038041682,LAX_DTLA
745.5336392502933,LAX_DTLA
755.1601421232243,LAX_DTLA
762.3036183183402,LAX_DTLA
772.5840430277597,LAX_DTLA
776.0241796000666,LAX_DTLA
782.3099784798885,LAX_DTLA
794.2760971403558,LAX_DTLA
799.5130273809453,LAX_DTLA
810.0020065246691,LAX_DTLA
829.2448954647289,LAX_DTLA
835.0404203405217,LAX_DTLA
849.5507522353884,LAX_DTLA
856.6488385578884,LAX_DTLA
871.8762947449973,LAX_DTLA
877.6851753212209,LAX_DTLA
885.5764965325252,LAX_DTLA
898.9663318984911,LAX_DTLA
902.9463738353004,LAX_DTLA
909.0112877840079,LAX_DTLA
912.0408335129889,LAX_DTLA
919.7799729928826,LAX_DTLA
929.401209698916,LAX_DTLA
943.3856988439342,LAX_DTLA
951.1840766761452,LAX_DTLA
956.6781898816564,LAX_DTLA
965.1086968267024,LAX_DTLA
972.9025280069303,LAX_DTLA
973.7659820536076,LAX_DTLA
979.6772852429035,LAX_DTLA
984.5834867251581,LAX_DTLA
990.7473184545604,LAX_DTLA
1001.6710583604853,LAX_DTLA
1009.4362782019917,LAX_DTLA
1020.1272631227249,LAX_DTLA
1030.4236800651547,LAX_DTLA
1033.920389999935,LAX_DTLA
1044.5359281158753,LAX_DTLA
1054.8276741645443,LAX_DTLA
1058.9672769433093,LAX_DTLA
1073.820128911446,LAX_DTLA
1078.4556135918947,LAX_DTLA
1082.0600690718761,LAX_DTLA
1087.4263032574554,LAX_DTLA
1095.0998804183926,LAX_DTLA
1107.0151998247018,LAX_DTLA
